NHDES Facility ID,Facility Name,Address,Town,County,State,Sample ID,Date,Time,Sample Location Comments,Parameter/Analyte,Result,Units,Result Comments
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.18,2/27/2019,9:00 AM,18 NURSES HALL LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.19,2/27/2019,9:00 AM,19 NURSES HALL RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.2,2/27/2019,9:00 AM,20 201 BOYS BATH LH,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.21,2/27/2019,9:00 AM,21 201 BOYS RIGHTHAND,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.22,2/27/2019,9:00 AM,22 201 GIRLS LH,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.23,2/27/2019,9:00 AM,23 201 GIRLS RH,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.24,2/27/2019,9:00 AM,24 PE LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.25,2/27/2019,9:00 AM,25 PE RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.26,2/27/2019,9:00 AM,26 260 L SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.27,2/27/2019,9:00 AM,27 260 LM SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.28,2/27/2019,9:00 AM,28 260 RM SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.29,2/27/2019,9:00 AM,29 260 R SINK,LEAD,1.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.3,2/27/2019,9:00 AM,30 258 L SINK,LEAD,2.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.31,2/27/2019,9:00 AM,31 258 LM SINK,LEAD,1.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.32,2/27/2019,9:00 AM,32 258 RM SINK,LEAD,1.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.33,2/27/2019,9:00 AM,33 258 R SINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.34,2/27/2019,9:00 AM,34 255 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.35,2/27/2019,9:00 AM,35 250 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.36,2/27/2019,9:00 AM,36 303 SINK,LEAD,5.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.37,2/27/2019,9:00 AM,37 304 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.38,2/27/2019,9:00 AM,38 305 SINK,LEAD,6.9000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.39,2/27/2019,9:00 AM,39 3RD FL DF LH,LEAD,1.3000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.4,2/27/2019,9:00 AM,40 3RD FL DF RH,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.41,2/27/2019,9:00 AM,41 406 GIRLS LH,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.42,2/27/2019,9:00 AM,42 406 GIRLS RH,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.43,2/27/2019,9:00 AM,43 406 SINK,LEAD,17.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.44,2/27/2019,9:00 AM,44 407 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.45,2/27/2019,9:00 AM,45 408 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.46,2/27/2019,9:00 AM,46 409 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.47,2/27/2019,9:00 AM,47 411 SINK,LEAD,8.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.48,2/27/2019,9:00 AM,48 4TH FL LH DF,LEAD,9.6000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.49,2/27/2019,9:00 AM,49 4TH FL RH DF,LEAD,9.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.5,2/27/2019,9:00 AM,50 416 BOYS LH SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.51,2/27/2019,9:00 AM,51 416 BOYS MIDDLE SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.52,2/27/2019,9:00 AM,52 416 BOY RIGHT SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.53,2/27/2019,9:00 AM,53 417 SINK 1,LEAD,8.6000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.54,2/27/2019,9:00 AM,54 417 SINK 2,LEAD,18.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.55,2/27/2019,9:00 AM,55 417 SINK 3,LEAD,15.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.56,2/27/2019,9:00 AM,56 417 SINK 4,LEAD,9.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.57,2/27/2019,9:00 AM,58 417 SINK 6,LEAD,64.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.58,2/27/2019,9:00 AM,59 417 SINK 7,LEAD,4.2000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.59,2/27/2019,10:00 AM,60 423 SINK 1,LEAD,110.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.6,2/27/2019,10:00 AM,61 423 SINK 2,LEAD,61.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.61,2/27/2019,10:00 AM,62 423 SINK 3,LEAD,79.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.62,2/27/2019,10:00 AM,63 423 SINK 4,LEAD,40.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.63,2/27/2019,10:00 AM,64 423 SINK 5,LEAD,170.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.64,2/27/2019,10:00 AM,65 423 SINK 6,LEAD,58.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.65,2/27/2019,10:00 AM,66 423 SINK 9,LEAD,50.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.66,2/27/2019,10:00 AM,67 423 SINK 7,LEAD,13.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.67,2/27/2019,10:00 AM,68 423 SINK 8,LEAD,29.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.68,2/27/2019,10:00 AM,69 423 SINK 10,LEAD,26.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.69,2/27/2019,10:00 AM,70 423 SINK 11,LEAD,46.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.7,2/27/2019,10:00 AM,71 423 SINK 12,LEAD,38.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.71,2/27/2019,10:00 AM,72 423 SINK 13,LEAD,41.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.72,2/27/2019,10:00 AM,73 423 SINK 14,LEAD,480.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.73,2/27/2019,10:00 AM,74 505 SINK,LEAD,1.2000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.74,2/27/2019,10:00 AM,75 506 SINK,LEAD,1.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.75,2/27/2019,10:00 AM,76 507 SINK,LEAD,2.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.76,2/27/2019,10:00 AM,77 CAF. LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.77,2/27/2019,10:00 AM,78 CAF. RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.78,2/27/2019,10:00 AM,79 CTC 4TH LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192461.79,2/27/2019,10:00 AM,80 CTC 4TH RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.01,2/27/2019,10:00 AM,81 4418 BOYS LH SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.02,2/27/2019,10:00 AM,82 4418 BOYS RH SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.03,2/27/2019,10:00 AM,83 4417 GIRLS LH SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.04,2/27/2019,10:00 AM,84 4417 GIRLS RH SINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.05,2/27/2019,10:00 AM,85 4415 SINK,LEAD,1.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.06,2/27/2019,10:00 AM,86 4415 BATHSINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.07,2/27/2019,10:00 AM,87 4409 LH SINK,LEAD,1.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.08,2/27/2019,10:00 AM,88 4409 RH SINK,LEAD,1.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.09,2/27/2019,10:00 AM,89 4408 LH SINK,LEAD,1.9000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.1,2/27/2019,10:00 AM,90 4408 RH SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.11,2/27/2019,10:00 AM,91 CTC 1ST LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.12,2/27/2019,10:00 AM,92 CTC 1ST RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.13,2/27/2019,10:00 AM,93 1116 SINK,LEAD,1.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.14,2/27/2019,10:00 AM,94 AUTO SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.15,2/27/2019,10:00 AM,95 BUILDING TRADES,LEAD,1.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.16,2/27/2019,11:00 AM,96 CTC 2ND LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.17,2/27/2019,11:00 AM,97 CTC 2ND RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.18,2/27/2019,11:00 AM,98 225 WOMANS BH SINK,LEAD,1.6000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.19,2/27/2019,11:00 AM,99 2214 MENS RH SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.2,2/27/2019,11:00 AM,100 2215 WOMANS LH SINK,LEAD,1.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.21,2/27/2019,11:00 AM,101 2216 SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.22,2/27/2019,11:00 AM,102 2220 LH SINK,LEAD,1.7000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.23,2/27/2019,11:00 AM,103 2220 RH SINK,LEAD,1.3000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.24,2/27/2019,11:00 AM,104 2221 KIT LH SINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.25,2/27/2019,11:00 AM,105 2221 KIT RH SINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.26,2/27/2019,11:00 AM,106 3305 SINK,LEAD,2.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.27,2/27/2019,11:00 AM,107 LH SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.28,2/27/2019,11:00 AM,108 3307 RH SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.29,2/27/2019,11:00 AM,109 3307 BATH SINK,LEAD,2.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.3,2/27/2019,11:00 AM,110 3308 SINK,LEAD,1.1000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.31,2/27/2019,11:00 AM,111 3312 SINK RH,LEAD,2.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.32,2/27/2019,11:00 AM,112 3312 SINK LH,LEAD,2.9000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.33,2/27/2019,11:00 AM,113 RM 130 SINK WOMAN,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.34,2/27/2019,11:00 AM,114 RM 129 SINK MENS,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.35,2/27/2019,11:00 AM,115 TECH LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.36,2/27/2019,11:00 AM,116 TECH RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.37,2/27/2019,11:00 AM,117 133 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.38,2/27/2019,11:00 AM,118 139 LH,LEAD,9.6000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.39,2/27/2019,11:00 AM,119 139 M,LEAD,5.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.4,2/27/2019,11:00 AM,120 139 RH,LEAD,14.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.41,2/27/2019,11:00 AM,121 135 LH,LEAD,17.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.42,2/27/2019,11:00 AM,122 135 LM,LEAD,4.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.43,2/27/2019,11:00 AM,123 135 RM,LEAD,15.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.44,2/27/2019,11:00 AM,124 135 R,LEAD,16.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.45,2/27/2019,11:00 AM,125 141 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.46,2/27/2019,11:00 AM,126 118 SINK,LEAD,1.3000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.47,2/27/2019,11:00 AM,127 116 SINK 1,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.48,2/27/2019,11:00 AM,128 116 SINK 2,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.49,2/27/2019,11:00 AM,129 116 SINK 3,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.5,2/27/2019,11:00 AM,130 116 SINK 4,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.51,2/27/2019,11:00 AM,131 SP. ED LH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.52,2/27/2019,11:00 AM,132 SP. ED RH DF,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.53,2/27/2019,11:00 AM,133 SP. ED BOYS SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.54,2/27/2019,11:00 AM,134 SP. ED GIRLS SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.55,2/27/2019,11:00 AM,135 112 SINK,LEAD,ND,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192462.56,2/27/2019,11:00 AM,136 111 SINK,LEAD,1.5000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.01,2/27/2019,7:00 AM,1 202 LAVATORY,LEAD,22.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.02,2/27/2019,7:00 AM,2 206 SINK,LEAD,49.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.03,2/27/2019,7:00 AM,3 207 D.F.,LEAD,4.7000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.04,2/27/2019,7:00 AM,4 209 SINK,LEAD,25.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.05,2/27/2019,7:00 AM,5 210 LH SINK,LEAD,6.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.06,2/27/2019,7:00 AM,6 210 M,LEAD,6.3000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.07,2/27/2019,7:00 AM,7 210 R,LEAD,5.4000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.08,2/27/2019,7:00 AM,8 207 SINK,LEAD,3.3000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.09,2/27/2019,7:00 AM,9 2ND FL D.F,LEAD,0,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.1,2/27/2019,7:00 AM,10 212 LH BOY SINK,LEAD,5.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.11,2/27/2019,7:00 AM,11 212 RH SINK,LEAD,6.8000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.12,2/27/2019,7:00 AM,12 SINK 213,LEAD,10.00,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.13,2/27/2019,7:00 AM,13 215 SINK,LEAD,12.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.14,2/27/2019,7:00 AM,14 216 SINK,LEAD,32.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.15,2/27/2019,7:00 AM,15 217 SINK,LEAD,19.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.16,2/27/2019,7:00 AM,16 218 SINK,LEAD,17.0000,UG/L (PPB),
SCH-21445,LITTLETON HIGH SCHOOL,159 OAK HILL AVE.,LITTLETON,GRAFTON,NH,192463.17,2/27/2019,7:00 AM,17 214 SINK,LEAD,12.0000,UG/L (PPB),
