NHDES Facility ID,Facility Name,Address,Town,County,State,Sample ID,Date,Time,Sample Location Comments,Parameter/Analyte,Result,Units,Result Comments
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.01,5/13/2019,10:30 PM,001  KITCHEN WASH SINK,LEAD,5.0000,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.02,5/13/2019,10:35 PM,003  ROOM 3 SINK (GRADE 3-4),LEAD,4.4000,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.03,5/13/2019,10:40 PM,004  ROOM 2 SINK (MIDDLE ROOM),LEAD,4.5000,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.04,5/13/2019,10:45 PM,005  VESTIBULE B SINK ON LEFT,LEAD,ND,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.05,5/13/2019,10:45 PM,006  VESTIBULE B SINK ON RIGHT,LEAD,ND,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.06,5/13/2019,10:50 PM,007  ROOM 4 SINK (GRADE 1-2),LEAD,ND,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.07,5/13/2019,10:55 PM,008  KITCHEN 2-BAY SINK (LEFT SIDE),LEAD,4.3000,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,195409.08,5/13/2019,10:55 PM,009  KITCHEN 2-BAY SINK (RIGHT SIDE),LEAD,2.1000,UG/L (PPB),
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,189559.01,11/21/2018,11:30 PM,KITCHEN WASH SINK,LEAD,4.0000,UG/L (PPB),PWS LCR DATA
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,189559.02,11/21/2018,11:35 PM,TEACHERS ROOM SINK,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,189559.03,11/21/2018,11:40 PM,ROOM 3 SINK,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,189559.04,11/21/2018,11:45 PM,ROOM 2 SINK,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22960,ACWORTH ELEMENTARY SCHOOL,TURKEY SHOOT RD.,ACWORTH,SULLIVAN,NH,189559.05,11/21/2018,11:50 PM,VESTIBULE B SINK ON LEFT,LEAD,ND,UG/L (PPB),PWS LCR DATA
FB-06438,MARIE'S DAY CARE,137 BERRY FARM ROAD,ALEXANDRIA,GRAFTON,NH,B905325001,7/10/2019,5:27 AM,OUTSIDE SINK,LEAD,ND,UG/L (PPB),
SCH-29035,PACE CAREER ACADEMY CHARTER SCHOOL,"65 PINEWOOD ROAD, RTE 28",ALLENSTOWN,MERRIMACK,NH,B001882001,4/24/2020,8:14 AM,2ND FL KITCHEN,LEAD,1.4000,UG/L (PPB),
SCH-29035,PACE CAREER ACADEMY CHARTER SCHOOL,"65 PINEWOOD ROAD, RTE 28",ALLENSTOWN,MERRIMACK,NH,B001882002,4/24/2020,8:16 AM,1ST FL KITCHEN,LEAD,ND,UG/L (PPB),
SCH-29035,PACE CAREER ACADEMY CHARTER SCHOOL,"65 PINEWOOD ROAD, RTE 28",ALLENSTOWN,MERRIMACK,NH,B001882003,4/24/2020,8:17 AM,1ST FL BUBBLER #1,LEAD,ND,UG/L (PPB),
SCH-29035,PACE CAREER ACADEMY CHARTER SCHOOL,"65 PINEWOOD ROAD, RTE 28",ALLENSTOWN,MERRIMACK,NH,B001882004,4/24/2020,8:19 AM,1ST FL BUBBLER #2,LEAD,ND,UG/L (PPB),
CB-06853,BOYS & GIRLS CLUB OF CENTRAL NEW HAMPSHIRE - SUNCOOK UNIT,8 WHITTEN STREET,ALLENSTOWN,MERRIMACK,NH,197016.01,6/21/2019,6:45 AM,KITCHEN 3 BAY SINK,LEAD,ND,UG/L (PPB),
CB-06853,BOYS & GIRLS CLUB OF CENTRAL NEW HAMPSHIRE - SUNCOOK UNIT,8 WHITTEN STREET,ALLENSTOWN,MERRIMACK,NH,197016.02,6/21/2019,6:45 AM,KITCHEN FOOD PREP SINK,LEAD,ND,UG/L (PPB),
CB-06853,BOYS & GIRLS CLUB OF CENTRAL NEW HAMPSHIRE - SUNCOOK UNIT,8 WHITTEN STREET,ALLENSTOWN,MERRIMACK,NH,197016.03,6/21/2019,6:45 AM,DOWNSTAIRS WATER BUBBLER,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545001,1/29/2019,6:00 AM,DIAPER SINK-BLUE,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545002,1/29/2019,6:00 AM,BATHROOM SINK-BLUE,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545003,1/29/2019,6:00 AM,KITCHEN SINK,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545004,1/29/2019,6:00 AM,BATHROOM SINK-ORANGE,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545005,1/29/2019,6:00 AM,BATHROOM SINK-RED,LEAD,ND,UG/L (PPB),
CB-02686,TENDER YEARS CHILD CARE AND  LEARNING CENTER,3 CHESTER TURNPIKE,ALLENSTOWN,MERRIMACK,NH,B900545006,1/29/2019,6:00 AM,BATHROOM SINK-GREEN,LEAD,ND,UG/L (PPB),
SCH-22575,ARMAND R. DUPONT SCHOOL,10 1/2 SCHOOL ST.,ALLENSTOWN,MERRIMACK,NH,190209.01,12/11/2018,6:30 AM,ROOM 211,LEAD,ND,UG/L (PPB),
SCH-22575,ARMAND R. DUPONT SCHOOL,10 1/2 SCHOOL ST.,ALLENSTOWN,MERRIMACK,NH,190209.02,12/11/2018,6:40 AM,ROOM 204,LEAD,1.1000,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.01,11/26/2018,6:45 AM,ROOM #117,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.02,11/26/2018,6:47 AM,ROOM #114,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.03,11/26/2018,6:50 AM,ROOM 112,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.04,11/26/2018,7:00 AM,MAIN ENTRY,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.05,11/26/2018,7:00 AM,ROOM 113 KITCHEN PREP,LEAD,3.9000,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.06,11/26/2018,7:15 AM,ROOM 104,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.07,11/26/2018,7:15 AM,ROOM 201,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.08,11/26/2018,7:15 AM,ROOM 202,LEAD,4.1000,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.09,11/26/2018,7:15 AM,ROOM 203,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.1,11/26/2018,7:15 AM,2ND FLOOR WATER,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.11,11/26/2018,6:45 AM,ROOM 206,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.12,11/26/2018,6:45 AM,ROOM 205,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.13,11/26/2018,6:45 AM,ROOM 402A,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.14,11/26/2018,6:45 AM,ROOM 403,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.15,11/26/2018,6:45 AM,ROOM 406,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.16,11/26/2018,6:45 AM,ROOM 405,LEAD,1.1000,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.17,11/26/2018,6:45 AM,ROOM 407,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.18,11/26/2018,6:45 AM,ROOM 408,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.19,11/26/2018,6:45 AM,STAFF BATHROOM,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.2,11/26/2018,,ROOM 404,LEAD,ND,UG/L (PPB),
SCH-22580,ALLENSTOWN ELEMENTARY SCHOOL,30 S. MAIN ST.,ALLENSTOWN,MERRIMACK,NH,189512.21,11/26/2018,6:50 AM,ROOM 204,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.01,8/6/2018,,COTTAGE KITCHEN,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.06,8/6/2018,,UPSTAIRS A - SIDE KIDS 1,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.07,8/6/2018,,UPSTAIRS A - SIDE KIDS 2,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.08,8/6/2018,,UPSTAIRS A - SIDE KIDS 3,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.09,8/6/2018,,OUTSIDE BEHIND GARAGE,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.1,8/6/2018,,SWIMMING POOL SINK,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.11,8/6/2018,,UPSTAIRS B - SIDE KIDS 1,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.12,8/6/2018,,UPSTAIRS B - SIDE KIDS 2,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.13,8/6/2018,,UPSTAIRS B - SIDE KIDS 3,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.14,8/6/2018,,KITCHEN SCHOOL,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.15,8/6/2018,,INSIDE BEHIND GARAGE,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.16,8/6/2018,,SCHOOL DOWNSTAIRS 1,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.17,8/6/2018,,SCHOOL DOWNSTAIRS 2,LEAD,1.8000,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.18,8/6/2018,,SCHOOL KIDS BATHROOM 1,LEAD,1.9000,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.19,8/6/2018,,SCHOOL KIDS BATHROOM 2,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.2,8/6/2018,,SCHOOL BUBBLER,LEAD,1.8000,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.21,8/6/2018,,GYMNASIUM,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.02,8/5/2018,,DOWNSTAIRS A - SIDE 1,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.03,8/5/2018,,DOWNSTAIRS A - SIDE 2,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.04,8/5/2018,,DOWNSTAIRS B - SIDE 1,LEAD,ND,UG/L (PPB),
RB-01073,PINE HAVEN BOYS CENTER,133 RIVER RD.,ALLENSTOWN,MERRIMACK,NH,185028.05,8/5/2018,,DOWNSTAIRS B - SIDE 2,LEAD,ND,UG/L (PPB),
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,221093.01,1/12/2021,5:30 AM,BOYS R,LEAD,2.3000,UG/L (PPB),
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,221093.02,1/12/2021,5:36 AM,BOYS L,LEAD,2.4000,UG/L (PPB),
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,221093.03,1/12/2021,5:30 AM,GIRLS R,LEAD,3.9000,UG/L (PPB),
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,221093.04,1/12/2021,5:33 AM,GIRLS L,LEAD,2.9000,UG/L (PPB),
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,221093.05,1/12/2021,5:30 AM,GUIDANCE B-ROOM,LEAD,1.5000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.01,3/12/2019,2:20 AM,001 KITCHEN HAND SINK,LEAD,8.0000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.02,3/12/2019,2:45 AM,002 1ST FLOOR NURSES OFFICE BATHROOM SINK,LEAD,6.4000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.03,3/12/2019,2:50 AM,003 1ST FLOOR ROOM 106 SINK,LEAD,1.8000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.04,3/12/2019,2:35 AM,004 1ST FLOOR DRINKING FOUNTAIN BY GYM,LEAD,ND,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.05,3/12/2019,3:35 AM,005 BACK BUILDING HALL DRINKING FOUNTAIN,LEAD,ND,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.06,3/12/2019,2:40 AM,006 1ST FLOOR OFFICE BATHROOM SINK,LEAD,7.4000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.07,3/12/2019,2:55 AM,007 2ND FLOOR TEACHERS KITCHEN SINK,LEAD,10.00,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.08,3/12/2019,3:00 AM,008 2ND FLOOR HALL FOUNTAIN,LEAD,ND,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.09,3/12/2019,2:30 AM,009 BASEMENT ROOM 003 - FRONT LEFT SINK,LEAD,2.7000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.1,3/12/2019,2:30 AM,010 BASEMENT ROOM 003 - FRONT RIGHT SINK,LEAD,3.0000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.11,3/12/2019,2:25 AM,012 BASEMENT ROOM 002 (ART ROOM) HOME ECONOMICS,LEAD,2.0000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.12,3/12/2019,3:35 AM,013 BACK BUILDING 2-BAY SINK,LEAD,ND,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.13,3/12/2019,2:55 AM,014 2ND FLOOR TEACHERS BATHROOM SINK,LEAD,8.5000,UG/L (PPB),
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,193174.14,3/12/2019,2:20 AM,015 KITCHEN 2-BAY SINK,LEAD,12.0000,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,67199,3/7/2019,7:00 AM,BUBBLER,LEAD,0,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,67200,1/18/2019,7:00 AM,SCHOOL KITCHEN SINK,LEAD,0,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,67201,1/18/2019,7:00 AM,HOUSE KITCHEN SINK,LEAD,2.0000,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,67202,1/18/2019,7:00 AM,APT KITCHEN SINK,LEAD,0,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,67203,1/18/2019,7:00 AM,SCHOOL BOYS BATHROOM,LEAD,2.0000,UG/L (PPB),
SCH-29189,LEAF CHARTER SCHOOL,6A BAINE ROAD,ALSTEAD,CHESHIRE,NH,66441.3,1/10/2019,12:00 PM,SOURCE SAMPLE/ DEP TAP,LEAD,4.0000,UG/L (PPB),PWS LCR DATA
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154518.01,4/6/2016,5:49 AM,GRADE 4C,LEAD,3.0000,UG/L (PPB),PWS LCR DATA
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154518.02,4/6/2016,5:46 AM,GRADE 5H ROOM 6,LEAD,4.0000,UG/L (PPB),PWS LCR DATA
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154518.03,4/6/2016,5:43 AM,GRADE 1B ROOM 4,LEAD,2.0000,UG/L (PPB),PWS LCR DATA
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154518.04,4/6/2016,5:40 AM,GRADE 2V ROOM 2,LEAD,1.0000,UG/L (PPB),PWS LCR DATA
SCH-22965,ALSTEAD PRIMARY SCHOOL,58 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154518.05,4/6/2016,5:52 AM,CUSTODIAN CLOSET,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154519.01,4/6/2016,5:59 AM,1ST FL DRINKING FOUNTAIN,LEAD,10.00,UG/L (PPB),PWS LCR DATA
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154519.02,4/6/2016,6:01 AM,1ST FL SECRETARYS BATHROOM,LEAD,5.0000,UG/L (PPB),PWS LCR DATA
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154519.03,4/6/2016,6:04 AM,2ND FL DRINKING FOUNTAIN,LEAD,7.0000,UG/L (PPB),PWS LCR DATA
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154519.04,4/6/2016,6:11 AM,HOME ECONOMICS ROOM,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22970,VILAS ELEMENTARY SCHOOL,82 MECHANIC ST.,ALSTEAD,CHESHIRE,NH,154519.05,4/6/2016,6:06 AM,2ND FL TEACHERS ROOM BATHRM,LEAD,7.0000,UG/L (PPB),PWS LCR DATA
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S06219Z1,6/21/2019,12:00 PM,CHURCH STREET WOMANS BATHROOM,LEAD,ND,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S06219Z2,6/21/2019,12:05 PM,CHURCH STREET DOWNSTAIRS BATH,LEAD,ND,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,119051029.01,5/8/2019,8:37 AM,ROOM 229 NEXT TO TABLE 1,LEAD,2.0000,UG/L (PPB),
SCH-28215,PROSPECT MOUNTAIN HIGH SCHOOL,242 SUNCOOK VALLEY RD.,ALTON,BELKNAP,NH,119051029.02,5/8/2019,8:35 AM,ROOM 229 LAB TABLE 1 RIGHT SINK,LEAD,2.0000,UG/L (PPB),
CB-05741,COMMUNITY CHURCH OF ALTON JOYFUL FOOTSTEPS PRESCHOOL,101 MAIN STREET,ALTON,BELKNAP,NH,S03149M1,3/14/2019,8:30 AM,KITCHEN SINK - MAIN STREET,LEAD,5.0000,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M10,3/14/2019,9:10 AM,"DOWNSTAIRS BUBBLER, CHURCH STREET",LEAD,12.0000,UG/L (PPB),
CB-05741,COMMUNITY CHURCH OF ALTON JOYFUL FOOTSTEPS PRESCHOOL,101 MAIN STREET,ALTON,BELKNAP,NH,S03149M2,3/14/2019,8:32 AM,BATHROOM 1 - MAIN STREET,LEAD,5.0000,UG/L (PPB),
CB-05741,COMMUNITY CHURCH OF ALTON JOYFUL FOOTSTEPS PRESCHOOL,101 MAIN STREET,ALTON,BELKNAP,NH,S03149M3,3/14/2019,8:34 AM,BATHROOM 2 - MAIN STREET,LEAD,6.0000,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M4,3/14/2019,8:45 AM,"MENS BATHROOM, CHURCH STREET",LEAD,ND,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M5,3/14/2019,8:48 AM,"WOMENS BATHROOM, CHURCH STREET",LEAD,22.0000,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M6,3/14/2019,8:50 AM,CHURCH STREET KITCHEN,LEAD,ND,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M7,3/14/2019,9:00 AM,CHURCH STREEET DOWNSTAIRS BATH,LEAD,22.0000,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M8,3/14/2019,9:05 AM,"DOWNSTAIRS PRE K SINK, CHURCH STREET",LEAD,15.0000,UG/L (PPB),
CB-05702,COMMUNITY CHURCH OF ALTON AFTER SCHOOL PROGRAM,20 CHURCH STREET,ALTON,BELKNAP,NH,S03149M9,3/14/2019,9:07 AM,"REC ROOM SINK, CHURCH STREET",LEAD,13.0000,UG/L (PPB),
