"B25050_001E","B25050_001M","B25050_002E","B25050_002M","B25050_003E","B25050_003M","B25050_004E","B25050_004M","B25050_005E","B25050_005M","B25050_006E","B25050_006M","B25050_007E","B25050_007M","B25050_008E","B25050_008M","B25050_009E","B25050_009M","B25050_010E","B25050_010M","B25050_011E","B25050_011M","B25050_012E","B25050_012M","B25050_013E","B25050_013M","B25050_014E","B25050_014M","B25050_015E","B25050_015M","B25050_016E","B25050_016M","B25050_017E","B25050_017M","B25050_018E","B25050_018M","B25050_019E","B25050_019M","GEO_ID","NAME"
"909","54","909","54","909","54","712","60","8","11","189","52","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015064000","Census Tract 640, Rockingham County, New Hampshire"
"3387","147","3387","147","3339","158","2949","182","122","71","268","97","48","54","48","54","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015065001","Census Tract 650.01, Rockingham County, New Hampshire"
"1221","116","1210","118","1187","120","1052","120","31","28","104","50","23","25","23","25","0","11","0","11","11","17","11","17","11","17","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015065005","Census Tract 650.05, Rockingham County, New Hampshire"
"727","64","714","66","709","63","592","67","29","21","88","39","5","8","5","8","0","11","0","11","13","15","13","15","13","15","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015065006","Census Tract 650.06, Rockingham County, New Hampshire"
"830","82","830","82","824","82","606","79","64","42","154","67","6","8","0","11","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015065007","Census Tract 650.07, Rockingham County, New Hampshire"
"923","116","906","115","890","116","611","105","101","55","178","66","16","11","6","9","5","7","5","7","17","26","17","26","17","26","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015065008","Census Tract 650.08, Rockingham County, New Hampshire"
"1820","118","1820","118","1820","118","1482","137","17","18","321","84","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015066000","Census Tract 660, Rockingham County, New Hampshire"
"2817","137","2817","137","2801","141","2633","166","10","17","158","99","16","26","16","26","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015067000","Census Tract 670, Rockingham County, New Hampshire"
"2957","144","2957","144","2926","152","2437","179","64","85","425","98","31","33","13","21","0","16","18","27","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015067501","Census Tract 675.01, Rockingham County, New Hampshire"
"1678","110","1666","115","1644","117","1046","124","24","26","574","111","22","25","0","11","0","11","22","25","12","18","12","18","0","11","0","11","12","18","0","11","0","11","0","11","0","11","1400000US33015067502","Census Tract 675.02, Rockingham County, New Hampshire"
"2174","146","2174","146","2174","146","802","168","0","11","1372","177","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015069100","Census Tract 691, Rockingham County, New Hampshire"
"1464","96","1464","96","1457","99","465","116","57","42","935","125","7","12","7","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015069200","Census Tract 692, Rockingham County, New Hampshire"
"1042","82","1042","82","1042","82","340","74","87","58","615","93","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015069300","Census Tract 693, Rockingham County, New Hampshire"
"1395","110","1395","110","1384","112","788","121","133","59","463","96","11","18","11","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015069700","Census Tract 697, Rockingham County, New Hampshire"
"2364","153","2364","153","2364","153","1930","170","112","112","322","110","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015071000","Census Tract 710, Rockingham County, New Hampshire"
"2496","133","2496","133","2423","164","2336","169","47","43","40","36","73","73","73","73","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015100100","Census Tract 1001, Rockingham County, New Hampshire"
"2161","103","2161","103","2071","148","1952","152","93","67","26","25","90","88","90","88","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015100200","Census Tract 1002, Rockingham County, New Hampshire"
"1753","103","1741","100","1705","102","1493","136","38","45","174","85","36","28","27","24","9","16","0","11","12","19","12","19","12","19","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015100301","Census Tract 1003.01, Rockingham County, New Hampshire"
"1862","112","1862","112","1825","118","1759","129","28","26","38","31","37","40","37","40","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015100302","Census Tract 1003.02, Rockingham County, New Hampshire"
"3264","150","3264","150","3264","150","2890","196","144","91","230","102","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015100400","Census Tract 1004, Rockingham County, New Hampshire"
"3119","164","3104","168","3090","167","2686","206","125","107","279","151","14","24","0","16","0","16","14","24","15","23","15","23","15","23","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015101100","Census Tract 1011, Rockingham County, New Hampshire"
"1853","107","1853","107","1853","107","1478","111","93","59","282","87","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015102100","Census Tract 1021, Rockingham County, New Hampshire"
"2745","185","2745","185","2717","188","2498","224","18","28","201","104","28","34","28","34","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015103100","Census Tract 1031, Rockingham County, New Hampshire"
"2042","99","2014","109","1991","118","1906","126","0","11","85","63","23","34","0","11","23","34","0","11","28","46","28","46","28","46","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015104101","Census Tract 1041.01, Rockingham County, New Hampshire"
"1531","86","1531","86","1521","85","1242","100","57","42","222","75","10","16","10","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015104102","Census Tract 1041.02, Rockingham County, New Hampshire"
"2411","198","2411","198","2388","200","1841","147","51","46","496","184","23","37","23","37","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015105100","Census Tract 1051, Rockingham County, New Hampshire"
"2600","146","2600","146","2583","150","2499","146","10","18","74","48","17","27","17","27","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015106101","Census Tract 1061.01, Rockingham County, New Hampshire"
"2409","140","2409","140","2409","140","2274","110","91","88","44","47","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015106102","Census Tract 1061.02, Rockingham County, New Hampshire"
"1875","119","1875","119","1868","121","1311","135","73","44","484","110","7","12","7","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"1903","126","1903","126","1885","127","1441","146","69","40","375","110","18","27","18","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"1152","58","1152","58","1136","62","998","94","54","49","84","55","16","18","16","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"2807","128","2807","128","2794","132","2570","151","25","30","199","102","13","21","0","16","0","16","13","21","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"465","37","465","37","465","37","253","39","172","33","40","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"1823","87","1792","97","1790","97","1597","112","46","25","147","60","2","4","2","4","0","11","0","11","31","46","0","11","0","11","0","11","0","11","31","46","31","46","0","11","0","11","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"1028","100","1004","106","1004","106","840","107","36","26","128","50","0","11","0","11","0","11","0","11","24","37","24","37","24","37","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"1051","100","1031","101","1031","101","856","120","32","34","143","79","0","11","0","11","0","11","0","11","20","31","20","31","20","31","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"629","97","620","96","594","93","449","82","70","45","75","34","26","18","26","18","0","16","0","16","9","14","9","14","0","16","0","16","9","14","0","16","0","16","0","16","0","16","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"479","75","475","75","475","75","352","73","48","34","75","36","0","16","0","16","0","16","0","16","4","6","4","6","4","6","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"2491","183","2487","183","2468","189","2196","201","44","70","228","98","19","25","19","25","0","16","0","16","4","7","0","16","0","16","0","16","0","16","4","7","4","7","0","16","0","16","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"3064","172","3050","176","3013","187","2926","187","15","24","72","59","37","43","37","43","0","16","0","16","14","23","14","23","14","23","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"2051","133","2041","133","2007","131","1669","159","77","52","261","89","34","52","34","52","0","16","0","16","10","16","10","16","0","16","0","16","10","16","0","16","0","16","0","16","0","16","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"2344","139","2310","144","2290","147","1033","189","87","60","1170","191","20","32","0","11","0","11","20","32","34","51","34","51","0","11","0","11","34","51","0","11","0","11","0","11","0","11","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"985","81","985","81","967","89","512","85","35","24","420","84","18","24","18","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"2732","163","2732","163","2732","163","1728","222","107","66","897","206","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"2313","122","2276","133","2218","132","1739","199","175","96","304","110","58","58","58","58","0","16","0","16","37","58","37","58","37","58","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"1040","61","1040","61","1033","62","611","72","61","41","361","77","7","9","7","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"2882","200","2882","200","2818","206","1263","240","200","119","1355","225","64","57","38","42","0","16","26","42","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"2245","169","2245","169","2245","169","2065","192","109","66","71","69","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"2130","110","2130","110","2110","111","1828","157","99","71","183","79","20","32","20","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"3224","216","3092","232","3071","233","2676","263","109","94","286","109","21","32","21","32","0","16","0","16","132","140","132","140","83","124","0","16","49","80","0","16","0","16","0","16","0","16","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"2938","161","2875","161","2822","173","1516","187","200","120","1106","214","53","71","0","16","0","16","53","71","63","77","63","77","0","16","0","16","63","77","0","16","0","16","0","16","0","16","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"1676","103","1676","103","1638","105","928","118","195","78","515","113","38","38","38","38","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"1574","113","1566","115","1522","122","1294","128","40","32","188","89","44","47","44","47","0","11","0","11","8","12","8","12","8","12","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"1238","96","1238","96","1185","107","1119","109","30","26","36","24","53","57","53","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"3183","200","3164","203","3127","230","2847","232","37","61","243","145","37","53","37","53","0","16","0","16","19","29","19","29","19","29","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"1395","85","1395","85","1395","85","1116","108","21","24","258","91","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"2868","200","2850","204","2769","238","1667","289","127","96","975","237","81","84","64","80","0","16","17","26","18","30","18","30","0","16","18","30","0","16","0","16","0","16","0","16","0","16","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"1811","105","1783","113","1757","115","1374","105","20","25","363","87","26","27","26","27","0","11","0","11","28","45","28","45","0","11","28","45","0","11","0","11","0","11","0","11","0","11","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"1611","78","1611","78","1564","86","1379","91","38","33","147","50","47","28","26","20","18","18","3","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"1656","104","1627","103","1602","107","1080","94","27","14","495","83","25","24","20","23","0","11","5","7","29","35","29","35","29","35","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"1957","179","1957","179","1933","181","1682","177","3","4","248","68","24","25","24","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"1393","139","1393","139","1393","139","1123","148","0","11","270","102","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"2600","168","2600","168","2600","168","1672","248","229","122","699","203","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"1207","98","1179","100","1156","96","949","92","14","11","193","52","23","13","23","13","0","11","0","11","28","24","28","24","25","23","0","11","3","5","0","11","0","11","0","11","0","11","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"1198","90","1167","90","1165","90","919","84","30","23","216","50","2","3","2","3","0","11","0","11","31","22","31","22","31","22","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"2086","184","2045","177","2045","177","1471","210","77","66","497","150","0","16","0","16","0","16","0","16","41","65","41","65","41","65","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"1937","154","1937","154","1937","154","1111","170","306","91","520","153","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"1875","162","1875","162","1867","163","1133","174","125","78","609","157","8","16","0","11","0","11","8","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"1419","149","1419","149","1393","150","477","124","71","40","845","127","26","41","0","11","0","11","26","41","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"532037","2311","529212","2380","521340","2523","400243","2988","18210","950","102887","2060","7872","609","5576","524","149","65","2147","321","2825","439","2737","443","1849","353","109","70","779","241","88","58","57","49","0","27","31","32","0400000US33","New Hampshire"
