"B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier","id","Geographic Area Name"
"1387","67","0","11","0","11","13","17","29","22","44","32","82","50","154","77","18","20","80","60","967","106","1400000US33013032200","Census Tract 322, Merrimack County, New Hampshire"
"1007","58","6","8","28","15","6","8","31","25","41","37","6","10","6","9","21","17","32","20","830","73","1400000US33013032300","Census Tract 323, Merrimack County, New Hampshire"
"1745","79","0","11","0","11","64","55","58","59","51","37","294","98","107","78","29","28","64","46","1078","122","1400000US33013032400","Census Tract 324, Merrimack County, New Hampshire"
"1498","68","0","11","0","11","191","85","120","51","260","102","98","72","42","57","54","50","64","42","669","129","1400000US33013032500","Census Tract 325, Merrimack County, New Hampshire"
"1063","68","0","11","6","10","59","49","48","30","26","34","216","64","23","22","49","36","52","38","584","85","1400000US33013032600","Census Tract 326, Merrimack County, New Hampshire"
"675","27","0","11","11","13","34","21","53","36","295","53","22","20","3","7","9","10","13","12","235","55","1400000US33013032701","Census Tract 327.01, Merrimack County, New Hampshire"
"1591","52","0","11","26","30","169","66","167","79","557","98","175","72","99","60","61","41","33","26","304","69","1400000US33013032706","Census Tract 327.06, Merrimack County, New Hampshire"
"2001","146","57","39","0","16","392","125","287","134","601","152","247","104","54","49","174","88","14","24","175","78","1400000US33013032800","Census Tract 328, Merrimack County, New Hampshire"
"2266","122","15","22","0","11","111","86","239","124","916","239","550","181","192","103","114","73","48","53","81","63","1400000US33013032900","Census Tract 329, Merrimack County, New Hampshire"
"981","55","37","26","35","25","187","52","114","41","192","58","132","48","36","20","49","34","17","14","182","48","1400000US33013033000","Census Tract 330, Merrimack County, New Hampshire"
"2044","125","8","12","18","28","399","103","350","107","356","108","525","116","71","45","57","40","8","13","252","108","1400000US33013034000","Census Tract 340, Merrimack County, New Hampshire"
"1822","168","0","11","0","11","200","91","205","95","222","80","200","92","65","49","103","73","93","60","734","135","1400000US33013035000","Census Tract 350, Merrimack County, New Hampshire"
"2203","195","58","45","83","69","317","138","176","122","643","201","269","108","123","102","76","63","12","19","446","159","1400000US33013036000","Census Tract 360, Merrimack County, New Hampshire"
"1060","48","7","11","13","15","150","36","169","63","223","63","172","51","12","14","76","46","25","22","213","61","1400000US33013037000","Census Tract 370, Merrimack County, New Hampshire"
"1513","108","22","26","36","32","96","49","189","95","139","69","309","106","139","68","173","90","47","47","363","133","1400000US33013038000","Census Tract 380, Merrimack County, New Hampshire"
"2289","134","18","12","54","31","334","80","326","73","386","86","291","64","204","58","125","54","32","23","519","82","1400000US33013038500","Census Tract 385, Merrimack County, New Hampshire"
"2409","125","25","40","17","25","207","128","317","106","439","140","298","111","312","109","165","80","12","19","617","152","1400000US33013039000","Census Tract 390, Merrimack County, New Hampshire"
"2011","143","18","26","82","54","202","88","118","68","464","126","322","93","111","78","65","52","65","49","564","134","1400000US33013040000","Census Tract 400, Merrimack County, New Hampshire"
"3626","96","65","36","135","58","685","107","343","88","651","91","465","96","186","56","243","73","51","25","802","102","1400000US33013040500","Census Tract 405, Merrimack County, New Hampshire"
"2298","195","122","69","15","23","270","73","315","95","405","118","284","86","176","69","119","67","143","72","449","114","1400000US33013041000","Census Tract 410, Merrimack County, New Hampshire"
"1929","71","15","14","33","24","351","68","201","50","335","70","292","70","101","38","88","38","133","44","380","65","1400000US33013041500","Census Tract 415, Merrimack County, New Hampshire"
"1859","54","15","13","25","15","234","60","201","61","326","64","221","64","81","38","77","43","52","30","627","102","1400000US33013042500","Census Tract 425, Merrimack County, New Hampshire"
"2098","127","83","71","13","22","202","79","95","67","234","111","245","113","62","39","106","66","131","85","927","160","1400000US33013043001","Census Tract 430.01, Merrimack County, New Hampshire"
"2303","151","56","30","13","21","159","67","153","86","162","75","318","110","180","87","340","106","143","80","779","162","1400000US33013043002","Census Tract 430.02, Merrimack County, New Hampshire"
"1953","122","6","10","9","15","271","100","114","46","464","124","346","123","202","119","103","65","81","73","357","96","1400000US33013044000","Census Tract 440, Merrimack County, New Hampshire"
"1803","81","36","38","9","15","299","99","200","104","329","96","344","101","222","81","137","50","64","40","163","68","1400000US33013044100","Census Tract 441, Merrimack County, New Hampshire"
"2475","123","118","72","253","106","609","161","484","128","499","143","132","62","113","89","88","61","0","16","179","89","1400000US33013044200","Census Tract 442, Merrimack County, New Hampshire"
"2080","76","49","33","84","70","488","96","236","85","460","113","319","98","119","77","51","37","87","56","187","81","1400000US33013044300","Census Tract 443, Merrimack County, New Hampshire"
"1604","55","21","26","13","21","122","62","212","76","481","100","295","98","70","40","76","60","42","30","272","95","1400000US33015003301","Census Tract 33.01, Rockingham County, New Hampshire"
"1864","97","0","16","9","13","56","48","173","70","455","124","724","126","322","96","60","34","30","45","35","41","1400000US33015003302","Census Tract 33.02, Rockingham County, New Hampshire"
"2562","99","10","16","31","38","133","88","151","101","493","146","695","184","185","105","172","109","48","43","644","186","1400000US33015003400","Census Tract 34, Rockingham County, New Hampshire"
"2864","99","0","16","42","26","175","102","228","96","611","149","545","170","276","153","233","119","97","66","657","195","1400000US33015003500","Census Tract 35, Rockingham County, New Hampshire"
"2569","101","26","43","62","46","124","97","190","85","961","181","559","153","324","147","84","101","48","45","191","145","1400000US33015003601","Census Tract 36.01, Rockingham County, New Hampshire"
"2076","76","60","43","28","33","181","101","287","98","928","154","258","81","104","75","130","73","33","30","67","50","1400000US33015003602","Census Tract 36.02, Rockingham County, New Hampshire"
"1600","54","58","50","11","17","98","53","111","43","593","104","518","98","52","35","39","48","22","23","98","55","1400000US33015003701","Census Tract 37.01, Rockingham County, New Hampshire"
"2226","111","199","101","80","67","503","127","329","106","569","141","300","100","106","61","18","20","33","28","89","58","1400000US33015003703","Census Tract 37.03, Rockingham County, New Hampshire"
"1384","33","13","21","10","18","40","30","306","79","478","86","380","82","104","50","8","13","0","11","45","35","1400000US33015003801","Census Tract 38.01, Rockingham County, New Hampshire"
"1477","46","152","44","7","12","134","43","409","64","466","90","264","75","24","20","10","16","0","11","11","17","1400000US33015003802","Census Tract 38.02, Rockingham County, New Hampshire"
"1780","65","102","53","38","31","223","82","100","78","614","123","460","90","141","72","90","76","0","11","12","19","1400000US33015003901","Census Tract 39.01, Rockingham County, New Hampshire"
"1219","35","0","11","7","12","19","20","260","66","260","78","479","73","46","49","14","21","44","46","90","58","1400000US33015003902","Census Tract 39.02, Rockingham County, New Hampshire"
"2022","106","89","58","67","58","207","70","225","72","489","127","343","86","178","80","100","57","51","32","273","91","1400000US33015004000","Census Tract 40, Rockingham County, New Hampshire"
"1565","84","10","17","24","26","76","60","165","59","266","85","435","93","153","74","90","41","59","60","287","89","1400000US33015050000","Census Tract 500, Rockingham County, New Hampshire"
"1805","120","80","41","66","46","417","117","342","86","307","95","256","106","22","20","17","18","11","18","287","90","1400000US33015051000","Census Tract 510, Rockingham County, New Hampshire"
"2364","159","58","56","149","99","382","132","262","128","854","208","231","108","237","91","35","42","18","31","138","73","1400000US33015052000","Census Tract 520, Rockingham County, New Hampshire"
"1716","93","38","35","0","11","294","97","581","118","436","115","128","67","67","54","60","44","0","11","112","42","1400000US33015053000","Census Tract 530, Rockingham County, New Hampshire"
"1848","86","61","40","71","47","319","96","361","103","480","87","100","58","71","36","55","42","45","33","285","88","1400000US33015054000","Census Tract 540, Rockingham County, New Hampshire"
"2386","151","8","16","121","92","543","143","224","95","711","176","515","157","138","88","112","93","0","16","14","24","1400000US33015055001","Census Tract 550.01, Rockingham County, New Hampshire"
"1895","130","0","11","79","50","498","120","213","98","226","76","308","112","116","63","111","80","59","38","285","113","1400000US33015055002","Census Tract 550.02, Rockingham County, New Hampshire"
"1920","146","0","11","71","39","326","94","370","104","324","94","168","72","31","26","86","61","49","50","495","132","1400000US33015056000","Census Tract 560, Rockingham County, New Hampshire"
"2164","127","56","68","102","68","305","119","181","60","310","106","187","64","261","111","192","82","42","28","528","111","1400000US33015057000","Census Tract 570, Rockingham County, New Hampshire"
"2013","124","39","31","46","34","456","100","226","85","405","116","290","99","87","51","43","59","76","69","345","115","1400000US33015058000","Census Tract 580, Rockingham County, New Hampshire"
"2979","182","129","94","239","109","573","190","466","156","592","199","282","131","57","39","60","51","0","16","581","162","1400000US33015059000","Census Tract 590, Rockingham County, New Hampshire"
"1578","83","89","54","118","45","382","80","293","79","160","64","222","71","47","27","67","49","22","24","178","72","1400000US33015060000","Census Tract 600, Rockingham County, New Hampshire"
"2961","130","52","49","266","106","464","127","389","124","623","148","209","104","249","90","96","57","170","106","443","131","1400000US33015061001","Census Tract 610.01, Rockingham County, New Hampshire"
"929","57","5","8","47","30","263","50","160","43","170","52","67","37","42","21","32","17","26","30","117","46","1400000US33015062000","Census Tract 620, Rockingham County, New Hampshire"
"1278","73","6","8","8","6","183","40","179","37","188","41","192","44","144","39","90","27","25","13","263","55","1400000US33015062500","Census Tract 625, Rockingham County, New Hampshire"
"1805","117","17","28","53","34","294","105","157","60","248","104","588","143","274","96","33","34","62","50","79","46","1400000US33015063001","Census Tract 630.01, Rockingham County, New Hampshire"
"2968","154","24","28","107","69","387","121","439","140","649","198","432","189","61","48","511","154","126","88","232","110","1400000US33015063002","Census Tract 630.02, Rockingham County, New Hampshire"
"950","46","5","7","19","18","128","35","170","52","183","49","101","37","67","30","75","50","8","11","194","52","1400000US33015064000","Census Tract 640, Rockingham County, New Hampshire"
"3516","133","0","16","39","63","465","155","569","130","412","139","544","161","374","125","723","164","122","71","268","97","1400000US33015065001","Census Tract 650.01, Rockingham County, New Hampshire"
"1532","62","34","29","83","72","126","82","107","57","383","91","338","115","136","72","152","55","31","28","142","79","1400000US33015065005","Census Tract 650.05, Rockingham County, New Hampshire"
"1025","43","11","13","6","9","60","29","271","73","148","43","143","61","115","57","82","37","74","43","115","45","1400000US33015065006","Census Tract 650.06, Rockingham County, New Hampshire"
"1266","67","32","33","11","12","86","32","26","20","351","81","224","72","69","47","149","56","126","63","192","76","1400000US33015065007","Census Tract 650.07, Rockingham County, New Hampshire"
"2315","78","89","59","65","55","282","92","105","62","171","74","228","93","319","115","374","112","178","70","504","120","1400000US33015065008","Census Tract 650.08, Rockingham County, New Hampshire"
"2018","144","50","39","54","50","223","87","342","98","189","74","288","99","277","97","157","53","38","39","400","98","1400000US33015066000","Census Tract 660, Rockingham County, New Hampshire"
"2960","144","54","41","38","42","423","125","589","158","938","158","553","164","90","59","58","45","10","17","207","123","1400000US33015067000","Census Tract 670, Rockingham County, New Hampshire"
"3111","134","119","103","41","35","530","134","541","123","638","177","505","175","132","100","87","42","64","85","454","100","1400000US33015067501","Census Tract 675.01, Rockingham County, New Hampshire"
"1689","111","22","24","37","31","87","42","160","64","362","81","170","70","84","54","135","65","24","26","608","108","1400000US33015067502","Census Tract 675.02, Rockingham County, New Hampshire"
"2401","121","51","62","98","78","87","55","107","71","132","75","119","60","195","112","88","83","0","11","1524","161","1400000US33015069100","Census Tract 691, Rockingham County, New Hampshire"
"1538","90","0","11","23","23","66","48","8","13","97","68","132","73","67","36","79","41","57","42","1009","127","1400000US33015069200","Census Tract 692, Rockingham County, New Hampshire"
"1096","66","0","11","22","23","54","29","8","13","78","50","27","21","44","35","161","59","87","58","615","93","1400000US33015069300","Census Tract 693, Rockingham County, New Hampshire"
"1610","64","3","4","4","6","124","54","174","58","166","76","198","69","128","83","167","68","133","59","513","99","1400000US33015069700","Census Tract 697, Rockingham County, New Hampshire"
"3059","210","157","131","136","116","208","85","271","122","422","173","305","133","287","117","578","205","254","166","441","156","1400000US33015071000","Census Tract 710, Rockingham County, New Hampshire"
"2649","98","17","25","17","27","345","120","544","163","551","182","377","183","383","153","328","171","47","43","40","36","1400000US33015100100","Census Tract 1001, Rockingham County, New Hampshire"
"2207","82","0","16","15","24","250","104","109","98","175","83","594","159","675","181","270","114","93","67","26","25","1400000US33015100200","Census Tract 1002, Rockingham County, New Hampshire"
"1859","89","38","35","8","13","49","27","158","71","324","95","501","135","368","103","182","76","47","48","184","86","1400000US33015100301","Census Tract 1003.01, Rockingham County, New Hampshire"
"2009","92","49","32","23","26","136","68","236","99","481","121","516","148","296","70","206","69","28","26","38","31","1400000US33015100302","Census Tract 1003.02, Rockingham County, New Hampshire"
"3281","148","148","84","104","80","585","179","380","145","368","142","406","133","682","180","234","118","144","91","230","102","1400000US33015100400","Census Tract 1004, Rockingham County, New Hampshire"
"3262","190","99","54","16","25","111","59","377","115","897","212","545","154","474","182","288","146","125","107","330","158","1400000US33015101100","Census Tract 1011, Rockingham County, New Hampshire"
"1903","115","63","33","96","51","213","89","347","93","232","103","361","91","183","85","33","30","93","59","282","87","1400000US33015102100","Census Tract 1021, Rockingham County, New Hampshire"
"2899","199","81","66","37","41","335","112","521","177","536","137","571","165","432","128","167","113","18","28","201","104","1400000US33015103100","Census Tract 1031, Rockingham County, New Hampshire"
"2094","81","13","22","73","95","381","123","291","115","660","131","335","120","197","83","36","37","23","34","85","63","1400000US33015104101","Census Tract 1041.01, Rockingham County, New Hampshire"
"1665","62","44","49","0","11","84","41","303","90","401","103","171","64","163","89","175","84","57","42","267","94","1400000US33015104102","Census Tract 1041.02, Rockingham County, New Hampshire"
"2763","235","115","86","56","69","266","132","274","127","491","162","447","146","243","117","273","145","68","58","530","188","1400000US33015105100","Census Tract 1051, Rockingham County, New Hampshire"
"2777","110","45","40","77","52","772","172","434","126","687","182","522","143","100","78","56","65","10","18","74","48","1400000US33015106101","Census Tract 1061.01, Rockingham County, New Hampshire"
"2777","118","79","69","163","86","567","135","288","124","633","148","372","153","221","109","200","116","132","100","122","98","1400000US33015106102","Census Tract 1061.02, Rockingham County, New Hampshire"
"2008","99","25","24","59","54","190","97","159","77","226","91","429","116","152","87","109","54","73","44","586","121","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"2044","110","166","96","70","40","197","54","243","91","159","60","320","110","88","55","327","118","69","40","405","119","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"1179","50","12","18","0","11","85","62","224","80","265","85","146","85","85","36","224","67","54","49","84","55","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"2865","109","45","41","69","73","291","97","194","77","684","159","527","160","467","122","337","123","25","30","226","100","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"493","28","5","8","0","11","19","22","48","29","13","13","10","10","66","32","102","28","190","37","40","23","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"1928","97","57","32","130","57","252","72","249","67","469","110","288","75","158","49","92","38","52","27","181","76","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"1194","101","0","11","104","69","158","73","177","55","222","61","178","51","167","65","24","37","36","26","128","50","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"1194","85","19","25","79","58","54","31","148","74","294","100","143","74","107","70","115","50","56","45","179","85","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"802","81","122","49","64","45","29","23","41","26","76","40","109","49","108","44","76","27","70","45","107","47","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"622","57","65","53","81","54","54","53","73","39","26","16","85","52","92","47","23","17","48","34","75","36","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"2634","179","3","5","16","13","630","116","232","89","671","170","420","117","172","120","119","99","44","70","327","130","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"3138","163","82","68","75","66","458","154","350","150","992","180","353","120","399","112","342","121","15","24","72","59","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"2199","124","46","44","138","67","387","145","278","88","324","112","217","126","182","96","215","86","87","55","325","120","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"2459","131","0","11","27","29","12","18","150","83","16","26","480","177","203","82","198","79","87","60","1286","202","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"1054","67","0","11","16","19","88","38","72","29","45","31","167","63","47","26","110","42","51","35","458","77","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"2876","125","98","78","38","36","246","132","262","119","418","164","205","121","222","100","288","115","107","66","992","206","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"2500","101","74","65","87","82","446","138","194","85","259","101","404","160","317","126","170","82","175","96","374","156","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"1115","68","0","11","0","11","65","36","66","26","169","61","80","29","125","45","164","49","61","41","385","79","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"3217","228","17","28","0","16","74","62","61","55","179","163","358","135","267","147","499","235","200","119","1562","271","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"2284","171","0","11","24","39","414","165","189","112","564","160","329","123","310","147","274","93","109","66","71","69","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"2184","82","56","47","74","62","259","113","294","109","606","158","311","128","196","92","106","72","99","71","183","79","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"3421","151","63","57","87","62","499","127","199","94","1110","228","566","170","250","101","203","88","109","94","335","126","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"3144","141","15","24","0","16","236","97","107","66","422","127","223","107","247","97","334","147","200","120","1360","221","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"1742","103","0","11","14","21","65","39","92","61","105","57","200","94","182","84","341","95","195","78","548","112","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"1712","92","7","13","43","34","400","96","162","68","350","107","298","130","71","50","105","60","40","32","236","88","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"1319","112","71","54","37","33","313","127","231","72","249","73","287","92","47","33","18","23","30","26","36","24","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"3593","260","106","73","204","142","786","219","434","180","430","159","802","235","99","101","294","170","90","107","348","180","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"1769","124","27","28","83","64","300","82","281","94","303","95","173","77","35","29","118","74","57","42","392","133","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"3130","229","22","33","22","38","608","185","215","113","452","203","291","148","236","121","107","68","145","102","1032","244","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"2140","136","0","11","63","56","474","114","247","94","422","114","135","88","99","60","105","60","95","59","500","128","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"2441","91","11","15","56","37","408","62","318","59","505","90","400","85","253","79","94","50","146","71","250","75","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"1913","98","3","5","23","19","182","43","236","47","361","77","252","72","104","51","79","30","27","14","646","91","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"2928","225","15","14","39","33","511","124","408","138","765","203","618","164","114","49","97","47","3","4","358","101","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"2592","180","27","27","76","63","470","150","381","140","337","129","478","139","177","94","108","76","14","24","524","187","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"2816","228","12","21","26","28","276","120","208","115","512","149","284","120","238","122","224","109","229","122","807","236","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"2289","81","9","15","97","67","355","68","158","40","516","87","396","66","181","56","176","53","31","21","370","72","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"1631","76","29","15","38","23","256","51","197","40","262","49","221","42","91","33","125","39","54","34","358","65","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"2354","203","63","69","0","16","48","47","170","89","511","164","470","171","276","145","184","112","77","66","555","165","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"2103","138","0","16","33","52","65","41","36","33","137","73","339","106","320","102","238","106","306","91","629","170","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"2168","135","0","11","0","11","110","70","68","54","335","131","309","111","164","103","236","94","125","78","821","191","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"1858","110","0","11","7","12","14","17","19","22","115","63","126","78","107","56","155","76","88","49","1227","141","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"634726","301","10027","641","12341","809","76190","1666","65986","1666","125359","2027","94095","2185","54442","1682","44916","1351","23015","1172","128355","2302","0400000US33","New Hampshire"
