"B25096_001E","B25096_001M","B25096_002E","B25096_002M","B25096_003E","B25096_003M","B25096_004E","B25096_004M","B25096_005E","B25096_005M","B25096_006E","B25096_006M","B25096_007E","B25096_007M","B25096_008E","B25096_008M","B25096_009E","B25096_009M","B25096_010E","B25096_010M","B25096_011E","B25096_011M","B25096_012E","B25096_012M","B25096_013E","B25096_013M","B25096_014E","B25096_014M","B25096_015E","B25096_015M","B25096_016E","B25096_016M","B25096_017E","B25096_017M","B25096_018E","B25096_018M","B25096_019E","B25096_019M","B25096_020E","B25096_020M","B25096_021E","B25096_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With a mortgage:","Margin of Error!!Total:!!With a mortgage:","Estimate!!Total:!!With a mortgage:!!Less than $50,000","Margin of Error!!Total:!!With a mortgage:!!Less than $50,000","Estimate!!Total:!!With a mortgage:!!$50,000 to $99,999","Margin of Error!!Total:!!With a mortgage:!!$50,000 to $99,999","Estimate!!Total:!!With a mortgage:!!$100,000 to $149,999","Margin of Error!!Total:!!With a mortgage:!!$100,000 to $149,999","Estimate!!Total:!!With a mortgage:!!$150,000 to $199,999","Margin of Error!!Total:!!With a mortgage:!!$150,000 to $199,999","Estimate!!Total:!!With a mortgage:!!$200,000 to $299,999","Margin of Error!!Total:!!With a mortgage:!!$200,000 to $299,999","Estimate!!Total:!!With a mortgage:!!$300,000 to $499,999","Margin of Error!!Total:!!With a mortgage:!!$300,000 to $499,999","Estimate!!Total:!!With a mortgage:!!$500,000 to $749,999","Margin of Error!!Total:!!With a mortgage:!!$500,000 to $749,999","Estimate!!Total:!!With a mortgage:!!$750,000 to $999,999","Margin of Error!!Total:!!With a mortgage:!!$750,000 to $999,999","Estimate!!Total:!!With a mortgage:!!$1,000,000 or more","Margin of Error!!Total:!!With a mortgage:!!$1,000,000 or more","Estimate!!Total:!!Not mortgaged:","Margin of Error!!Total:!!Not mortgaged:","Estimate!!Total:!!Not mortgaged:!!Less than $50,000","Margin of Error!!Total:!!Not mortgaged:!!Less than $50,000","Estimate!!Total:!!Not mortgaged:!!$50,000 to $99,999","Margin of Error!!Total:!!Not mortgaged:!!$50,000 to $99,999","Estimate!!Total:!!Not mortgaged:!!$100,000 to $149,999","Margin of Error!!Total:!!Not mortgaged:!!$100,000 to $149,999","Estimate!!Total:!!Not mortgaged:!!$150,000 to $199,999","Margin of Error!!Total:!!Not mortgaged:!!$150,000 to $199,999","Estimate!!Total:!!Not mortgaged:!!$200,000 to $299,999","Margin of Error!!Total:!!Not mortgaged:!!$200,000 to $299,999","Estimate!!Total:!!Not mortgaged:!!$300,000 to $499,999","Margin of Error!!Total:!!Not mortgaged:!!$300,000 to $499,999","Estimate!!Total:!!Not mortgaged:!!$500,000 to $749,999","Margin of Error!!Total:!!Not mortgaged:!!$500,000 to $749,999","Estimate!!Total:!!Not mortgaged:!!$750,000 to $999,999","Margin of Error!!Total:!!Not mortgaged:!!$750,000 to $999,999","Estimate!!Total:!!Not mortgaged:!!$1,000,000 or more","Margin of Error!!Total:!!Not mortgaged:!!$1,000,000 or more","id","Geographic Area Name"
"1257","136","468","96","111","51","27","26","0","11","7","12","128","60","141","60","54","39","0","11","0","11","789","155","342","91","187","99","44","35","0","11","104","82","80","57","19","20","0","11","13","17","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"1355","150","731","130","0","11","7","11","9","16","28","29","258","82","319","83","96","53","14","23","0","11","624","155","68","35","0","11","34","36","59","79","254","106","130","60","72","50","7","13","0","11","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"460","83","356","84","0","11","0","11","0","11","0","11","89","43","236","75","31","28","0","11","0","11","104","50","25","24","0","11","0","11","0","11","28","25","51","37","0","11","0","11","0","11","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"1542","146","959","151","27","31","36","55","0","16","33","37","156","73","447","121","199","77","32","37","29","31","583","134","66","49","0","16","0","16","98","59","118","55","234","98","18","30","0","16","49","45","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"404","46","265","50","0","11","0","11","0","11","15","11","68","29","168","47","14","13","0","11","0","11","139","37","0","11","0","11","0","11","0","11","44","30","92","36","3","5","0","11","0","11","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"1515","90","1043","108","4","5","0","11","32","41","10","14","161","75","435","74","296","71","74","48","31","12","472","98","0","11","0","11","0","11","9","13","76","37","196","76","127","57","22","21","42","26","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"888","82","644","70","11","16","0","11","0","11","0","11","126","58","414","77","58","38","16","19","19","21","244","67","0","11","0","11","0","11","21","23","17","21","144","57","28","25","9","14","25","23","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"614","76","431","72","0","11","0","11","0","11","7","12","86","53","220","66","103","59","0","11","15","17","183","62","9","13","0","11","0","11","0","11","16","18","107","47","24","16","0","11","27","43","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"203","45","132","42","0","16","0","16","5","6","19","31","35","19","73","26","0","16","0","16","0","16","71","29","0","16","0","16","5","9","20","16","21","17","25","18","0","16","0","16","0","16","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"149","29","76","21","0","16","0","16","0","16","0","16","33","19","43","17","0","16","0","16","0","16","73","28","0","16","0","16","0","16","0","16","11","11","62","27","0","16","0","16","0","16","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"2152","166","1552","167","72","86","4","6","22","24","50","44","250","106","939","155","197","99","10","9","8","11","600","191","71","46","58","69","6","7","8","7","201","126","198","100","54","36","4","6","0","16","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"1600","201","1054","184","33","36","17","28","116","89","198","106","446","150","226","91","0","16","0","16","18","31","546","154","16","26","88","64","34","40","57","55","256","108","79","50","0","16","16","25","0","16","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"1562","156","947","170","0","16","0","16","0","16","53","46","358","106","410","156","107","65","19","31","0","16","615","173","41","35","14","23","58","46","44","41","80","48","289","126","53","51","36","39","0","16","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"765","157","471","124","0","11","0","11","0","11","22","28","311","100","125","67","13","19","0","11","0","11","294","107","28","35","0","11","33","40","28","46","138","82","57","56","10","20","0","11","0","11","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"248","54","193","52","0","11","0","11","5","9","14","14","107","42","40","20","11","12","9","10","7","12","55","27","0","11","0","11","4","6","4","6","32","22","9","12","0","11","0","11","6","9","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"1005","176","667","184","16","28","0","16","57","44","164","90","365","156","65","59","0","16","0","16","0","16","338","89","15","26","33","43","0","16","61","71","229","77","0","16","0","16","0","16","0","16","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"1769","165","1166","194","0","16","0","16","0","16","93","58","458","147","493","153","122","82","0","16","0","16","603","123","30","34","17","27","21","34","41","39","236","95","242","125","16","26","0","16","0","16","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"798","62","522","70","6","9","7","9","51","36","105","46","222","44","90","31","36","24","5","7","0","11","276","61","0","11","10","10","26","17","53","35","104","40","59","30","9","11","10","12","5","8","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"1262","163","893","162","37","43","21","30","146","80","351","117","233","109","105","73","0","16","0","16","0","16","369","118","0","16","38","43","17","32","43","38","186","92","56","59","18","28","0","16","11","21","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"1533","202","987","219","143","62","0","11","132","99","283","122","318","127","111","87","0","11","0","11","0","11","546","125","252","102","0","11","0","11","121","65","156","81","0","11","0","11","0","11","17","27","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"1654","154","978","144","14","22","81","65","68","55","220","100","458","157","90","78","28","31","0","11","19","33","676","152","271","117","97","68","59","48","80","79","139","60","30","34","0","11","0","11","0","11","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"2365","235","1398","257","75","68","244","95","222","96","374","136","426","125","20","31","19","31","0","16","18","30","967","167","243","119","98","66","243","100","200","105","100","68","42","39","0","16","0","16","41","49","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"1586","189","977","180","17","27","12","19","272","111","245","93","302","125","121","68","0","16","0","16","8","16","609","143","98","60","63","54","86","69","205","139","138","90","19","31","0","16","0","16","0","16","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"1066","132","757","140","8","13","36","41","144","75","277","108","270","109","10","16","0","11","0","11","12","18","309","77","0","11","0","11","102","54","100","51","93","48","0","11","14","20","0","11","0","11","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"983","111","634","117","28","38","54","64","71","42","166","59","215","86","100","58","0","11","0","11","0","11","349","93","97","61","41","35","17","19","117","56","42","30","35","31","0","11","0","11","0","11","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"947","77","639","87","27","21","25","24","65","37","78","37","302","75","113","56","10","16","0","11","19","27","308","63","38","29","41","28","64","38","58","33","57","53","17","20","0","11","33","27","0","11","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"2904","213","1988","278","61","59","42","61","58","54","173","191","601","208","1009","215","18","33","26","44","0","16","916","216","178","87","35","40","17","29","29","32","367","167","216","143","74","70","0","16","0","16","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"1271","89","911","99","0","11","42","55","53","32","38","25","379","98","336","111","51","28","12","15","0","11","360","83","0","11","40","33","22","21","78","47","59","36","91","46","64","38","0","11","6","11","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"1931","249","1280","240","24","39","250","170","45","53","264","106","490","180","151","102","56","68","0","16","0","16","651","189","36","42","137","86","85","70","141","83","213","129","21","33","0","16","0","16","18","29","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"1602","107","1073","123","0","11","68","58","124","65","302","94","482","99","97","48","0","11","0","11","0","11","529","129","129","69","0","11","10","16","136","63","115","70","78","54","0","11","18","23","43","53","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"1478","80","1078","86","46","33","20","13","154","40","263","57","428","69","133","41","16","14","5","9","13","13","400","69","10","10","34","16","58","31","65","24","140","41","66","30","6","8","21","26","0","11","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"1489","102","773","96","10","10","11","9","67","36","71","30","274","61","236","64","82","44","9","11","13","10","716","91","17","13","28","22","50","32","67","26","161","46","270","66","89","42","20","14","14","10","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"1737","193","1107","158","5","7","8","10","146","86","201","97","333","96","369","105","45","28","0","11","0","11","630","110","18","17","18","12","58","36","62","32","124","47","227","80","76","51","0","11","47","58","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"1044","138","643","112","8","13","0","11","38","29","92","48","201","80","265","86","12","17","7","10","20","21","401","116","4","8","9","14","0","11","78","58","98","55","61","48","78","56","34","24","39","28","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"1743","186","1062","202","0","16","108","74","381","159","228","91","230","106","115","91","0","16","0","16","0","16","681","186","105","81","108","70","230","99","152","88","24","29","0","16","62","56","0","16","0","16","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"1089","93","603","72","9","14","31","22","103","29","167","40","215","67","70","31","6","6","2","4","0","11","486","76","3","4","71","38","65","31","128","41","131","43","72","29","10","8","0","11","6","6","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"1094","84","633","84","9","8","28","17","111","34","194","38","223","52","52","21","14","8","0","11","2","3","461","68","22","19","55","18","104","39","94","26","98","34","79","21","5","5","2","3","2","3","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"1584","209","650","170","30","38","129","68","170","98","175","106","115","84","31","39","0","16","0","16","0","16","934","210","294","125","275","151","115","99","88","69","162","98","0","16","0","16","0","16","0","16","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"1278","153","860","146","18","27","190","83","395","105","125","72","119","70","13","22","0","16","0","16","0","16","418","89","27","26","8","13","220","80","123","58","40","23","0","16","0","16","0","16","0","16","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"956","152","503","130","32","40","173","101","106","67","112","78","61","52","19","29","0","11","0","11","0","11","453","108","20","20","134","59","89","57","106","62","56","48","32","49","0","11","0","11","16","24","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"687","114","404","105","0","11","87","54","225","80","67","47","25","24","0","11","0","11","0","11","0","11","283","93","47","42","14","15","109","77","98","58","15","18","0","11","0","11","0","11","0","11","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"378178","2687","248689","2448","4468","439","7475","527","19275","900","36207","1207","82773","1595","76532","1420","15974","820","3479","324","2506","319","129489","1894","11020","641","10024","620","11104","585","16548","884","36100","993","31083","876","8640","600","2231","277","2739","332","0400000US33","New Hampshire"
