"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Enrolled in school:","Margin of Error!!Total:!!Enrolled in school:","Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 1","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 2","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 2","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 3","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 3","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 4","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 4","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 5","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 6","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 6","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 7","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 7","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 8","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 8","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 9","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 9","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 10","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 10","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 11","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 11","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 12","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 12","Estimate!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Estimate!!Total:!!Enrolled in school:!!Graduate or professional school","Margin of Error!!Total:!!Enrolled in school:!!Graduate or professional school","Estimate!!Total:!!Not enrolled in school","Margin of Error!!Total:!!Not enrolled in school","id","Geographic Area Name"
"3126","302","752","228","50","41","35","38","20","30","23","36","56","60","45","64","78","65","39","61","30","34","20","31","22","25","0","11","93","72","75","85","113","99","53","34","2374","238","1400000US33011002200","Census Tract 22, Hillsborough County, New Hampshire"
"3701","412","818","248","40","35","81","67","29","27","62","49","37","31","89","69","60","46","16","18","12","19","12","18","67","51","22","25","34","41","52","52","175","102","30","29","2883","303","1400000US33011002300","Census Tract 23, Hillsborough County, New Hampshire"
"6619","398","1445","295","42","39","87","64","70","53","117","65","65","52","92","75","192","107","48","43","30","35","100","63","73","56","81","82","32","38","12","22","334","159","70","58","5174","316","1400000US33011002400","Census Tract 24, Hillsborough County, New Hampshire"
"4626","612","901","358","24","29","8","18","68","85","11","19","11","18","22","28","98","89","54","86","39","42","37","59","10","18","55","74","97","93","30","35","337","176","0","11","3725","397","1400000US33011002500","Census Tract 25, Hillsborough County, New Hampshire"
"5426","231","1376","234","75","83","27","30","73","69","70","68","10","18","90","49","190","72","124","59","68","61","96","51","38","35","98","64","47","40","0","16","354","176","16","26","4050","240","1400000US33011002600","Census Tract 26, Hillsborough County, New Hampshire"
"3430","211","716","126","92","58","27","26","17","21","15","21","25","24","33","26","72","56","50","41","59","37","12","17","43","39","49","36","0","11","35","33","148","71","39","33","2714","199","1400000US33011002701","Census Tract 27.01, Hillsborough County, New Hampshire"
"5820","361","1324","277","79","54","60","53","38","38","36","41","48","38","32","36","140","86","20","22","108","81","148","64","57","45","112","70","75","73","54","36","197","94","120","141","4496","301","1400000US33011002702","Census Tract 27.02, Hillsborough County, New Hampshire"
"8213","411","3300","372","120","113","36","40","87","58","19","31","90","89","77","59","103","69","58","52","137","98","62","49","130","85","151","98","127","101","176","103","1891","235","36","34","4913","317","1400000US33011002800","Census Tract 28, Hillsborough County, New Hampshire"
"7607","351","2049","303","125","83","38","45","58","49","171","89","103","62","200","124","124","63","126","79","207","118","164","93","99","65","89","58","141","95","57","59","260","150","87","56","5558","333","1400000US33011002901","Census Tract 29.01, Hillsborough County, New Hampshire"
"6125","262","1188","180","162","81","27","42","52","54","27","42","104","75","88","66","51","52","28","43","81","62","76","64","116","89","76","67","67","59","71","64","125","75","37","45","4937","271","1400000US33011002902","Census Tract 29.02, Hillsborough County, New Hampshire"
"8157","384","2531","348","237","112","60","44","155","72","79","51","136","80","112","66","98","64","276","153","181","74","175","109","166","91","218","96","61","48","218","120","240","115","119","71","5626","278","1400000US33011002903","Census Tract 29.03, Hillsborough County, New Hampshire"
"5050","253","849","160","35","39","27","26","108","60","34","32","70","48","24","26","15","23","90","43","24","27","56","43","38","32","59","44","22","28","59","48","177","83","11","17","4201","197","1400000US33011010100","Census Tract 101, Hillsborough County, New Hampshire"
"7187","390","1618","274","49","48","71","74","58","66","78","81","107","85","60","60","72","67","17","28","74","67","51","45","0","16","119","96","117","74","86","73","490","120","169","87","5569","281","1400000US33011010200","Census Tract 102, Hillsborough County, New Hampshire"
"4478","350","941","165","46","48","26","40","22","25","65","46","32","28","49","44","22","23","115","48","31","27","84","39","48","34","63","36","52","32","145","90","124","78","17","19","3537","277","1400000US33011010301","Census Tract 103.01, Hillsborough County, New Hampshire"
"4270","246","879","157","21","25","35","36","80","63","27","31","61","64","50","49","46","44","23","28","58","44","35","34","5","9","132","124","9","15","38","33","142","64","117","65","3391","202","1400000US33011010302","Census Tract 103.02, Hillsborough County, New Hampshire"
"5087","530","1386","365","90","64","23","35","136","99","107","86","146","112","0","16","192","108","65","57","41","61","95","98","62","65","73","77","40","45","122","81","181","114","13","21","3701","284","1400000US33011010400","Census Tract 104, Hillsborough County, New Hampshire"
"3968","385","987","228","36","32","39","29","56","61","70","54","37","48","72","66","36","27","83","67","36","32","81","74","42","45","12","23","38","45","32","32","262","122","55","37","2981","357","1400000US33011010500","Census Tract 105, Hillsborough County, New Hampshire"
"5338","481","1302","377","210","163","0","16","128","92","86","83","41","61","73","79","22","28","49","66","35","33","70","69","111","96","61","74","33","39","124","80","259","154","0","16","4036","354","1400000US33011010600","Census Tract 106, Hillsborough County, New Hampshire"
"1522","158","176","87","20","26","0","11","0","11","0","11","0","11","0","11","26","19","0","11","0","11","33","28","13","16","6","12","11","17","10","13","50","34","7","10","1346","151","1400000US33011010700","Census Tract 107, Hillsborough County, New Hampshire"
"7556","563","1860","303","127","94","125","85","118","94","129","95","102","81","98","103","58","67","181","138","98","86","124","107","0","16","150","116","115","78","79","60","344","135","12","19","5696","502","1400000US33011010800","Census Tract 108, Hillsborough County, New Hampshire"
"6331","421","1701","347","115","72","200","102","150","137","175","127","50","39","100","96","131","100","98","71","0","16","118","95","70","70","79","62","81","76","93","69","178","114","63","55","4630","316","1400000US33011010900","Census Tract 109, Hillsborough County, New Hampshire"
"4842","332","1258","274","42","27","56","51","64","55","36","26","59","47","45","30","40","29","59","57","77","55","31","34","13","16","63","58","13","20","76","64","546","187","38","34","3584","196","1400000US33011011000","Census Tract 110, Hillsborough County, New Hampshire"
"3323","261","535","186","20","24","36","34","19","22","18","20","28","29","10","17","9","13","0","11","37","51","17","30","7","11","58","47","52","72","21","25","99","57","104","67","2788","217","1400000US33011011101","Census Tract 111.01, Hillsborough County, New Hampshire"
"3343","302","705","204","34","41","10","17","57","48","46","48","20","27","7","11","22","24","72","67","0","11","0","11","0","11","0","11","0","11","22","26","142","77","273","174","2638","214","1400000US33011011102","Census Tract 111.02, Hillsborough County, New Hampshire"
"6997","377","1569","276","93","71","48","34","26","30","59","42","76","49","25","26","180","73","72","52","84","68","150","91","66","46","72","53","129","135","82","67","190","109","217","118","5428","271","1400000US33011011200","Census Tract 112, Hillsborough County, New Hampshire"
"4319","295","709","135","81","37","50","33","63","54","32","25","62","44","9","14","94","61","17","20","0","11","43","34","0","11","47","49","28","26","28","25","91","42","64","38","3610","251","1400000US33011011300","Census Tract 113, Hillsborough County, New Hampshire"
"5204","357","943","185","59","50","71","60","31","34","69","41","54","49","73","54","71","77","51","43","62","75","111","55","53","46","13","23","38","42","10","17","137","88","40","45","4261","297","1400000US33011011401","Census Tract 114.01, Hillsborough County, New Hampshire"
"4749","230","1125","160","165","78","45","35","44","28","22","25","60","33","32","31","56","34","52","39","52","50","122","71","58","39","62","48","50","33","31","30","219","76","55","35","3624","186","1400000US33011011402","Census Tract 114.02, Hillsborough County, New Hampshire"
"2316","135","327","77","33","26","0","11","0","11","11","17","21","23","24","23","0","11","0","11","33","29","11","17","28","28","62","48","24","24","0","11","45","32","35","34","1989","121","1400000US33011011500","Census Tract 115, Hillsborough County, New Hampshire"
"8207","393","1611","205","56","49","71","61","27","30","56","67","80","71","34","41","162","98","103","85","103","78","109","98","34","35","181","102","146","97","95","76","234","116","120","74","6596","339","1400000US33011012100","Census Tract 121, Hillsborough County, New Hampshire"
"7370","336","1641","275","29","26","157","99","51","47","33","43","88","68","86","56","67","63","84","59","67","54","270","128","67","68","15","24","129","100","112","84","287","149","99","73","5729","337","1400000US33011012200","Census Tract 122, Hillsborough County, New Hampshire"
"9184","439","2500","382","183","90","63","53","110","66","134","84","115","72","125","71","152","83","96","60","86","54","122","79","170","95","202","91","89","62","228","122","580","261","45","38","6684","344","1400000US33011012300","Census Tract 123, Hillsborough County, New Hampshire"
"8347","94","2227","231","118","69","80","70","106","87","109","66","100","63","62","52","38","42","154","85","130","80","73","51","189","85","167","81","222","109","117","79","523","177","39","44","6120","221","1400000US33011013100","Census Tract 131, Hillsborough County, New Hampshire"
"5848","285","1532","283","64","46","33","39","76","51","15","23","63","64","63","52","79","80","91","59","65","59","60","68","87","61","105","70","90","102","71","62","457","159","113","80","4316","220","1400000US33011014100","Census Tract 141, Hillsborough County, New Hampshire"
"5610","246","1635","212","67","50","89","52","140","92","55","44","77","69","109","81","79","50","114","67","49","38","97","74","105","63","63","48","21","34","180","100","260","114","130","62","3975","204","1400000US33011014201","Census Tract 142.01, Hillsborough County, New Hampshire"
"6113","256","1656","202","104","62","166","80","37","36","58","73","62","50","56","61","87","69","143","79","152","97","59","64","120","66","136","66","103","64","120","68","172","78","81","51","4457","231","1400000US33011014202","Census Tract 142.02, Hillsborough County, New Hampshire"
"7810","265","1946","240","101","88","95","72","129","99","77","65","124","96","21","33","261","115","166","109","98","73","81","67","90","85","57","52","185","146","103","70","334","138","24","31","5864","239","1400000US33011014300","Census Tract 143, Hillsborough County, New Hampshire"
"5060","237","1403","195","84","42","123","69","122","59","31","33","51","36","61","49","62","45","141","62","18","21","101","46","91","55","16","19","195","60","22","23","201","91","84","55","3657","193","1400000US33011015100","Census Tract 151, Hillsborough County, New Hampshire"
"5787","276","1378","221","127","81","54","48","31","45","124","93","60","49","28","42","116","85","52","43","86","62","83","61","97","61","47","47","79","54","100","67","247","122","47","44","4409","238","1400000US33011015200","Census Tract 152, Hillsborough County, New Hampshire"
"3301","240","891","142","34","30","69","71","28","31","54","51","51","40","41","40","34","32","50","40","45","35","41","38","119","63","48","58","32","32","70","44","64","49","111","80","2410","212","1400000US33011016100","Census Tract 161, Hillsborough County, New Hampshire"
"6807","402","1764","340","272","162","13","21","83","79","26","43","127","102","65","76","91","113","83","91","27","47","21","35","53","61","42","50","141","142","70","73","407","224","243","128","5043","360","1400000US33011016201","Census Tract 162.01, Hillsborough County, New Hampshire"
"5108","307","1513","179","34","30","35","42","72","46","100","64","25","29","101","67","75","45","158","77","110","61","100","59","127","70","71","50","95","59","150","69","205","89","55","39","3595","206","1400000US33011016202","Census Tract 162.02, Hillsborough County, New Hampshire"
"7769","122","1839","238","55","58","32","50","27","42","41","39","113","80","102","73","151","93","151","79","102","58","108","74","192","108","60","43","221","104","185","95","180","94","119","72","5930","188","1400000US33011017100","Census Tract 171, Hillsborough County, New Hampshire"
"5168","84","1485","120","76","63","125","72","21","24","165","71","81","47","135","54","100","51","36","22","146","66","63","31","54","36","114","51","63","36","120","62","144","64","42","32","3683","112","1400000US33011018000","Census Tract 180, Hillsborough County, New Hampshire"
"2019","285","388","138","51","53","0","11","27","33","34","36","16","15","0","11","20","18","8","12","29","22","20","18","31","30","15","13","15","16","40","35","60","34","22","35","1631","215","1400000US33011018501","Census Tract 185.01, Hillsborough County, New Hampshire"
"1450","96","264","47","13","12","38","21","23","10","7","7","0","11","18","11","5","7","7","7","4","6","18","11","22","13","28","18","10","9","27","15","40","22","4","5","1186","70","1400000US33011018502","Census Tract 185.02, Hillsborough County, New Hampshire"
"3643","69","722","163","31","31","57","34","49","34","13","18","73","36","52","43","14","22","7","12","11","17","0","11","28","33","50","60","26","28","53","59","180","96","78","46","2921","159","1400000US33011019000","Census Tract 190, Hillsborough County, New Hampshire"
"1651","126","293","66","5","6","17","17","5","6","28","21","5","6","10","12","2","3","11","10","12","12","17","10","10","8","24","15","6","8","36","20","88","32","17","19","1358","106","1400000US33011019501","Census Tract 195.01, Hillsborough County, New Hampshire"
"2485","36","610","82","25","15","21","16","16","14","20","20","15","13","37","22","11","11","63","29","28","26","49","29","41","22","51","22","53","23","20","15","155","67","5","7","1875","78","1400000US33011019502","Census Tract 195.02, Hillsborough County, New Hampshire"
"5574","57","1476","169","119","62","91","55","92","54","82","60","92","54","46","38","89","59","85","51","43","35","114","61","53","52","117","84","85","53","148","82","123","51","97","56","4098","149","1400000US33011020000","Census Tract 200, Hillsborough County, New Hampshire"
"8731","216","2525","348","116","113","96","71","87","60","116","83","92","59","161","156","181","126","143","63","69","55","155","101","144","96","98","58","175","124","292","123","424","174","176","103","6206","302","1400000US33011021000","Census Tract 210, Hillsborough County, New Hampshire"
"4872","223","1039","142","68","29","33","18","48","24","41","26","35","26","94","36","65","26","90","41","45","24","75","28","55","25","40","22","77","35","59","32","138","41","76","37","3833","176","1400000US33011021500","Census Tract 215, Hillsborough County, New Hampshire"
"1886","133","404","72","48","26","11","9","14","10","26","14","28","25","33","22","29","16","16","9","31","20","21","12","30","16","19","14","17","11","11","9","66","35","4","6","1482","121","1400000US33011022000","Census Tract 220, Hillsborough County, New Hampshire"
"6764","283","1575","218","143","66","101","60","66","53","63","51","121","62","47","32","61","36","84","60","68","52","66","45","62","45","125","68","41","41","158","78","311","127","58","49","5189","243","1400000US33011022500","Census Tract 225, Hillsborough County, New Hampshire"
"6547","71","1297","233","103","107","33","30","19","27","49","53","40","45","74","89","119","75","142","85","38","42","85","66","60","47","74","51","100","67","121","73","130","94","110","64","5250","247","1400000US33011023000","Census Tract 230, Hillsborough County, New Hampshire"
"1723","109","278","51","9","9","9","9","8","6","4","7","20","10","18","12","10","9","27","14","30","14","31","15","17","12","24","15","28","25","18","19","20","13","5","7","1445","103","1400000US33011024000","Census Tract 240, Hillsborough County, New Hampshire"
"2629","37","648","105","49","34","36","28","44","29","41","24","40","26","35","29","26","21","29","21","31","18","16","14","18","21","35","25","57","57","41","29","122","44","28","22","1981","104","1400000US33011025000","Census Tract 250, Hillsborough County, New Hampshire"
"6064","135","1509","349","21","42","66","65","84","101","80","67","71","94","60","57","172","127","21","26","50","54","228","185","124","97","110","76","139","70","31","37","214","140","38","45","4555","338","1400000US33011025500","Census Tract 255, Hillsborough County, New Hampshire"
"4791","285","1206","225","50","43","48","53","9","15","53","39","108","61","39","30","138","78","26","20","53","53","51","31","59","35","151","89","93","60","135","100","163","72","30","29","3585","206","1400000US33011200100","Census Tract 2001, Hillsborough County, New Hampshire"
"4315","230","1017","113","61","42","73","46","24","34","83","71","68","49","76","51","154","67","69","43","23","28","54","41","32","33","110","71","0","11","26","21","112","61","52","38","3298","204","1400000US33011200200","Census Tract 2002, Hillsborough County, New Hampshire"
"4383","230","1034","152","82","48","32","31","54","43","41","42","67","41","38","30","44","31","59","45","47","35","101","53","31","25","75","46","55","37","37","36","137","73","134","62","3349","202","1400000US33011200300","Census Tract 2003, Hillsborough County, New Hampshire"
"2945","346","542","189","32","52","59","57","30","49","0","11","0","11","12","20","11","18","11","18","23","25","13","19","0","11","11","18","0","11","11","17","193","94","136","94","2403","316","1400000US33011200400","Census Tract 2004, Hillsborough County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011980101","Census Tract 9801.01, Hillsborough County, New Hampshire"
"4126","239","1181","174","112","69","7","13","28","26","23","26","55","36","27","26","50","49","51","36","51","36","40","36","53","41","29","31","23","25","44","38","566","136","22","24","2945","208","1400000US33013003001","Census Tract 30.01, Merrimack County, New Hampshire"
"3768","206","1247","172","66","53","51","38","18","18","31","26","10","15","47","36","39","39","10","17","40","35","35","29","47","28","100","53","43","37","47","36","557","124","106","60","2521","144","1400000US33013003006","Census Tract 30.06, Merrimack County, New Hampshire"
"4236","94","779","138","62","58","45","31","14","19","35","37","16","14","29","28","104","77","59","43","24","17","73","49","59","42","56","38","35","28","7","9","118","66","43","34","3457","139","1400000US33013003100","Census Tract 31, Merrimack County, New Hampshire"
"7028","91","1693","252","226","119","24","32","137","98","24","29","155","96","127","110","58","54","66","56","129","97","81","62","49","46","146","91","110","69","131","115","194","134","36","38","5335","243","1400000US33013003200","Census Tract 32, Merrimack County, New Hampshire"
"2777","38","885","85","60","43","33","21","76","49","37","19","39","34","69","40","42","35","70","30","27","16","73","38","15","11","56","31","50","24","29","18","150","48","59","46","1892","83","1400000US33013030000","Census Tract 300, Merrimack County, New Hampshire"
"3822","207","1195","224","111","55","42","30","41","33","44","33","68","40","82","44","43","30","36","32","60","44","67","37","55","42","125","54","54","42","77","46","255","167","35","42","2627","164","1400000US33013031001","Census Tract 310.01, Merrimack County, New Hampshire"
"3832","215","1132","149","173","71","31","28","115","52","48","41","69","45","53","34","52","39","59","40","23","25","24","26","47","52","101","50","56","49","122","58","106","62","53","43","2700","132","1400000US33013031002","Census Tract 310.02, Merrimack County, New Hampshire"
"3528","240","691","163","54","40","56","40","27","26","17","24","51","36","26","27","22","26","27","35","12","20","35","32","22","24","68","48","15","23","58","41","124","71","77","45","2837","213","1400000US33013032100","Census Tract 321, Merrimack County, New Hampshire"
"2454","231","621","157","11","20","19","23","58","52","0","11","69","41","0","11","12","19","43","43","18","24","0","11","9","15","10","15","92","63","60","68","126","66","94","69","1833","203","1400000US33013032200","Census Tract 322, Merrimack County, New Hampshire"
"1623","149","281","91","25","25","15","15","29","19","15","10","0","11","24","17","5","8","11","11","0","11","0","11","13","13","10","12","11","11","18","16","55","29","50","50","1342","159","1400000US33013032300","Census Tract 323, Merrimack County, New Hampshire"
"3266","232","950","167","19","21","63","39","28","24","35","31","27","28","28","22","17","20","8","16","31","37","34","38","0","11","25","27","27","32","26","27","526","151","56","38","2316","207","1400000US33013032400","Census Tract 324, Merrimack County, New Hampshire"
"3612","465","767","235","20","25","73","73","23","25","76","57","15","20","48","32","38","37","79","56","29","25","19","20","27","26","100","56","24","23","57","39","116","72","23","29","2845","452","1400000US33013032500","Census Tract 325, Merrimack County, New Hampshire"
"4018","291","663","139","35","57","17","23","5","10","46","41","45","42","0","11","49","68","37","37","0","11","32","21","40","30","64","37","45","29","103","64","91","52","54","65","3355","258","1400000US33013032600","Census Tract 326, Merrimack County, New Hampshire"
"1445","162","331","85","7","10","5","7","19","17","6","9","26","20","19","16","14","12","19","16","21","15","30","28","38","22","62","41","4","6","26","19","28","24","7","11","1114","119","1400000US33013032701","Census Tract 327.01, Merrimack County, New Hampshire"
"3893","231","975","149","58","37","71","53","30","30","68","36","28","32","28","27","38","28","45","48","38","38","57","54","81","56","41","37","84","50","43","49","206","68","59","39","2918","230","1400000US33013032706","Census Tract 327.06, Merrimack County, New Hampshire"
"5060","380","1109","174","70","56","90","59","49","38","16","26","127","62","0","16","117","80","0","16","38","41","33","28","78","62","46","45","110","93","78","84","257","118","0","16","3951","367","1400000US33013032800","Census Tract 328, Merrimack County, New Hampshire"
"4734","340","1082","248","69","78","40","44","106","61","19","31","68","47","26","32","16","25","12","22","19","27","31","42","197","169","47","61","22","38","112","96","298","125","0","11","3652","267","1400000US33013032900","Census Tract 329, Merrimack County, New Hampshire"
"2540","55","492","71","19","19","14","12","13","14","41","40","29","23","23","24","26","20","44","27","18","16","49","28","26","20","46","25","6","9","28","19","87","41","23","21","2048","61","1400000US33013033000","Census Tract 330, Merrimack County, New Hampshire"
"4535","96","1054","206","31","46","40","33","92","68","11","15","76","41","27","30","89","54","46","36","59","44","28","30","26","27","77","50","43","35","105","70","222","108","82","61","3481","173","1400000US33013034000","Census Tract 340, Merrimack County, New Hampshire"
"3954","188","901","137","16","27","74","105","38","46","40","51","57","54","24","31","150","95","88","61","108","79","29","44","56","61","95","67","24","29","62","64","12","20","28","30","3053","191","1400000US33013035000","Census Tract 350, Merrimack County, New Hampshire"
"5399","98","947","216","12","26","27","31","17","27","0","16","0","16","13","23","153","107","0","16","90","77","83","71","88","75","31","35","182","125","0","16","213","161","38","60","4452","209","1400000US33013036000","Census Tract 360, Merrimack County, New Hampshire"
"2321","146","524","81","58","36","33","32","17","17","17","18","32","22","9","12","0","11","20","20","5","7","15","18","14","15","33","17","39","28","44","22","173","68","15","14","1797","132","1400000US33013037000","Census Tract 370, Merrimack County, New Hampshire"
"3876","75","759","121","58","58","12","19","75","60","30","34","15","23","80","53","51","60","69","44","62","78","26","24","37","35","65","64","32","31","24","29","123","62","0","11","3117","114","1400000US33013038000","Census Tract 380, Merrimack County, New Hampshire"
"4562","197","920","124","69","38","22","19","72","26","27","18","37","19","39","28","69","29","40","25","55","34","43","29","43","26","46","24","48","30","40","23","232","64","38","23","3642","183","1400000US33013038500","Census Tract 385, Merrimack County, New Hampshire"
"5575","72","1198","170","205","98","140","76","106","59","14","24","0","16","75","57","99","57","58","50","66","56","17","29","93","70","33","40","25","39","19","30","190","93","58","44","4377","188","1400000US33013039000","Census Tract 390, Merrimack County, New Hampshire"
"4846","89","1549","231","114","84","40","45","36","39","33","38","52","50","13","18","81","55","77","60","65","54","33","38","8","12","40","39","19","27","70","58","783","230","85","55","3297","230","1400000US33013040000","Census Tract 400, Merrimack County, New Hampshire"
"5475","255","1189","152","62","38","74","35","55","28","53","32","48","28","64","32","74","33","46","27","49","25","78","37","103","37","85","33","113","47","78","36","153","53","54","25","4286","187","1400000US33013040500","Census Tract 405, Merrimack County, New Hampshire"
"4273","70","1428","226","43","35","15","17","41","33","56","38","0","11","15","23","71","46","26","30","53","40","32","34","37","32","0","11","7","12","45","41","971","170","16","22","2845","225","1400000US33013041000","Census Tract 410, Merrimack County, New Hampshire"
"3576","209","614","102","45","27","51","28","54","34","39","15","28","21","45","29","40","17","24","16","21","12","10","8","29","17","48","27","47","20","42","28","55","23","36","20","2962","179","1400000US33013041500","Census Tract 415, Merrimack County, New Hampshire"
"4136","279","1079","219","26","30","65","58","41","26","76","37","26","16","30","22","51","26","40","25","39","19","77","34","48","27","142","62","46","29","89","73","217","68","66","35","3057","202","1400000US33013042500","Census Tract 425, Merrimack County, New Hampshire"
"3913","295","746","192","0","11","13","20","72","78","10","16","46","49","11","18","73","56","25","27","33","32","67","53","71","51","79","81","30","36","61","46","136","85","19","21","3167","239","1400000US33013043001","Census Tract 430.01, Merrimack County, New Hampshire"
"4555","298","982","231","57","51","71","53","131","80","35","36","39","37","60","60","89","70","44","41","51","59","42","39","15","25","62","60","12","19","47","55","119","68","108","80","3573","281","1400000US33013043002","Census Tract 430.02, Merrimack County, New Hampshire"
"4684","117","1058","147","152","81","68","50","50","34","63","49","57","57","60","46","49","38","44","47","36","36","60","48","53","50","59","47","78","61","46","43","130","84","53","53","3626","135","1400000US33013044000","Census Tract 440, Merrimack County, New Hampshire"
"3742","263","827","224","75","45","16","25","43","42","63","50","48","55","82","54","16","26","31","29","59","49","27","30","79","87","66","43","22","26","59","57","126","83","15","16","2915","217","1400000US33013044100","Census Tract 441, Merrimack County, New Hampshire"
"6038","296","1662","441","30","47","103","97","71","69","39","50","124","73","16","26","117","80","86","74","107","72","159","96","0","16","120","65","101","67","77","72","507","418","5","9","4376","375","1400000US33013044200","Census Tract 442, Merrimack County, New Hampshire"
"4454","262","974","177","58","40","44","36","63","48","52","45","31","27","73","70","45","38","20","25","90","66","72","59","0","11","77","76","13","17","43","31","173","72","120","75","3480","201","1400000US33013044300","Census Tract 443, Merrimack County, New Hampshire"
"4306","236","1033","142","77","44","9","15","56","33","52","42","69","32","88","54","58","34","51","29","64","43","17","17","100","54","62","34","45","38","60","48","200","93","25","25","3273","205","1400000US33015003301","Census Tract 33.01, Rockingham County, New Hampshire"
"4820","293","1141","205","17","20","56","43","29","29","117","80","56","38","44","48","51","54","44","56","46","34","33","33","103","65","68","68","102","81","80","52","208","90","87","46","3679","257","1400000US33015003302","Census Tract 33.02, Rockingham County, New Hampshire"
"5133","359","1082","234","38","42","21","25","108","93","35","33","9","16","50","45","37","61","26","36","29","33","133","91","37","32","97","87","45","45","193","129","203","101","21","22","4051","368","1400000US33015003400","Census Tract 34, Rockingham County, New Hampshire"
"5608","455","1367","254","114","88","109","96","89","66","72","105","96","74","82","84","214","145","80","85","53","55","72","87","0","16","16","26","71","63","42","48","205","120","52","63","4241","317","1400000US33015003500","Census Tract 35, Rockingham County, New Hampshire"
"6519","403","1368","303","69","70","81","65","0","16","48","73","110","87","77","69","0","16","57","87","75","71","67","78","115","67","182","94","69","58","120","104","228","133","70","55","5151","346","1400000US33015003601","Census Tract 36.01, Rockingham County, New Hampshire"
"6017","355","1705","269","61","43","57","45","19","28","73","67","99","69","64","44","119","73","82","63","131","90","129","80","76","72","65","63","106","70","131","89","372","154","121","73","4312","277","1400000US33015003602","Census Tract 36.02, Rockingham County, New Hampshire"
"3925","236","918","175","21","20","14","17","19","22","47","45","20","21","27","18","14","17","43","37","46","35","72","49","104","54","57","56","50","31","72","43","243","96","69","59","3007","219","1400000US33015003701","Census Tract 37.01, Rockingham County, New Hampshire"
"5400","313","1421","210","167","83","86","62","122","91","62","54","19","23","73","50","8","13","65","49","34","42","64","35","49","43","120","72","80","51","158","76","253","106","61","66","3979","257","1400000US33015003703","Census Tract 37.03, Rockingham County, New Hampshire"
"4009","187","1181","168","116","74","31","25","47","34","115","108","30","26","39","53","98","65","24","28","34","32","53","38","69","52","62","45","102","61","50","37","234","130","77","75","2828","147","1400000US33015003801","Census Tract 38.01, Rockingham County, New Hampshire"
"4238","192","1137","145","69","43","23","21","66","37","25","19","94","51","40","27","59","56","40","33","99","57","32","27","109","49","45","30","83","41","109","52","233","107","11","17","3101","169","1400000US33015003802","Census Tract 38.02, Rockingham County, New Hampshire"
"4278","249","1006","176","61","38","56","49","35","31","49","48","81","75","28","30","82","57","69","50","33","33","7","11","142","55","58","50","58","39","60","55","136","84","51","48","3272","221","1400000US33015003901","Census Tract 39.01, Rockingham County, New Hampshire"
"3315","212","1003","130","60","54","46","37","9","15","42","29","7","12","56","47","75","44","54","34","67","57","31","38","78","53","69","44","76","49","63","41","208","77","62","39","2312","193","1400000US33015003902","Census Tract 39.02, Rockingham County, New Hampshire"
